"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   8.88354492188E+00  -6.71997070312E+00  C_2788_16   
   8.18383789062E+00  -7.10986328125E+00  C_2788_17   
   7.51196289062E+00  -6.10986328125E+00  C_2788_18   
   6.76806640625E+00  -6.77001953125E+00  C_2788_19   
   6.04272460938E+00  -1.16098632812E+01  C_2788_20   
   5.67358398438E+00  -1.37399902344E+01  C_2788_21   
   5.54345703125E+00  -9.25000000000E+00  C_2788_22   
   5.32519531250E+00  -1.15100097656E+01  C_2788_23   
   5.04541015625E+00  -1.65200195312E+01  C_2788_24   
   4.99536132812E+00  -9.25000000000E+00  C_2788_25   
   4.82690429688E+00  -9.98999023438E+00  C_2788_26   
   4.53784179688E+00  -8.94995117188E+00  C_2788_27   
   4.48461914062E+00  -1.00798339844E+01  C_2788_28   
   2.21831250000E+03   2.22016992188E+03  C_2798V_1   
   4.14062500000E-01  -3.10986328125E+00  C_2798V_2   
   5.46386718750E-01  -3.34985351562E+00  C_2798V_3   
   6.59912109375E-01  -5.42993164062E+00  C_2798V_4   
   5.70556640625E-01  -7.86987304688E+00  C_2798V_5   
   4.76562500000E-01  -9.91992187500E+00  C_2798V_6   
   6.19140625000E-01  -8.58984375000E+00  C_2798V_7   
   2.18505859375E-01  -1.02700195312E+01  C_2798V_8   
   2.15820312500E-01  -8.97998046875E+00  C_2798V_9   
   7.47070312500E-01  -6.98999023438E+00  C_2798V_10  
   1.03857421875E+00  -3.30981445312E+00  C_2798V_11  
   1.17675781250E+00  -3.46997070312E+00  C_2798V_12  
   1.10571289062E+00  -4.48999023438E+00  C_2798V_13  
   1.52050781250E+00  -4.97998046875E+00  C_2798V_14  
   1.17480468750E+00   5.83007812500E+00  C_2798V_15  
  -1.69433593750E-01  -5.35986328125E+00  C_2798V_16  
  -1.15454101562E+00   1.64201660156E+01  C_2798V_17  
  -1.63891601562E+00   4.72998046875E+00  C_2798V_18  
  -1.76806640625E+00   4.29003906250E+00  C_2798V_19  
  -2.39062500000E+00   4.13012695312E+00  C_2798V_20  
  -2.40991210938E+00   2.90039062500E-01  C_2798V_21  
  -1.25634765625E+00  -1.21997070312E+00  C_2798V_22  
  -1.28466796875E+00   3.80004882812E+00  C_2798V_23  
  -3.90625000000E-01   3.95019531250E+00  C_2798V_24  
  -1.09521484375E+00   4.06005859375E+00  C_2798V_25  
  -1.14501953125E+00   3.07006835938E+00  C_2798V_26  
   2.21463183594E+03   2.19900000000E+03  C_5311_1    
  -1.49658203125E-01  -2.11010742188E+00  C_5311_2    
  -2.69775390625E-01  -2.76000976562E+00  C_5311_3    
  -2.43896484375E-01  -4.11010742188E+00  C_5311_4    
  -3.43505859375E-01  -6.39990234375E+00  C_5311_5    
  -4.48242187500E-01  -8.35009765625E+00  C_5311_6    
  -5.84716796875E-01  -9.00000000000E+00  C_5311_7    
  -7.66113281250E-01  -1.13898925781E+01  C_5311_8    
  -7.33886718750E-01  -1.26201171875E+01  C_5311_9    
  -2.92236328125E-01  -1.32900390625E+01  C_5311_10   
   3.58642578125E-01  -1.28601074219E+01  C_5311_11   
   9.56054687500E-01  -1.46101074219E+01  C_5311_12   
   1.02368164062E+00  -1.52900390625E+01  C_5311_13   
  -4.53857421875E-01  -1.78798828125E+01  C_5311_14   
