"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   1.80419921875E+00  -4.31005859375E+00  C_2599_3    
   2.89575195312E+00  -6.63989257812E+00  C_2599_4    
   3.56396484375E+00  -8.82006835938E+00  C_2599_5    
   4.34399414062E+00  -1.01899414062E+01  C_2599_6    
   5.07641601562E+00  -1.13798828125E+01  C_2599_7    
   5.45629882812E+00  -1.28300781250E+01  C_2599_8    
   6.30053710938E+00  -1.45000000000E+01  C_2599_9    
   7.78100585938E+00  -1.55600585938E+01  C_2599_10   
   8.67138671875E+00  -1.61799316406E+01  C_2599_11   
   1.04731445312E+01  -1.69899902344E+01  C_2599_12   
   1.17148437500E+01  -1.78300781250E+01  C_2599_13   
   1.18823242188E+01  -1.91899414062E+01  C_2599_14   
   1.32495117188E+01  -2.67399902344E+01  C_2599_15   
   1.35766601562E+01  -2.49799804688E+01  C_2599_16   
   1.45283203125E+01  -2.51201171875E+01  C_2599_17   
   1.58815917969E+01  -2.34899902344E+01  C_2599_18   
   1.66967773438E+01  -2.60100097656E+01  C_2599_19   
   1.72766113281E+01  -2.65000000000E+01  C_2599_20   
   1.80649414062E+01  -2.61899414062E+01  C_2599_21   
   1.94445800781E+01  -2.81298828125E+01  C_2599_22   
   1.91511230469E+01  -2.92700195312E+01  C_2599_23   
   1.95703125000E+01  -3.05800781250E+01  C_2599_24   
   2.00695800781E+01  -3.12299804688E+01  C_2599_25   
   2.21981445312E+03   2.22822998047E+03  C_2616_1    
   1.28027343750E+00  -1.13989257812E+00  C_2616_2    
   1.98974609375E+00  -3.35986328125E+00  C_2616_3    
   2.97778320312E+00  -4.31005859375E+00  C_2616_4    
   3.68383789062E+00  -6.35986328125E+00  C_2616_5    
   4.35009765625E+00  -7.37988281250E+00  C_2616_6    
   5.24316406250E+00  -9.31005859375E+00  C_2616_7    
   6.36816406250E+00  -8.71997070312E+00  C_2616_8    
   7.79589843750E+00  -7.35986328125E+00  C_2616_9    
   8.71923828125E+00  -9.54003906250E+00  C_2616_10   
   1.19157714844E+01   3.42993164062E+00  C_2616_11   
