GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,17977421
1988,,,,,,,,,,,,,,,,,,,,,380566694
,,405,,,,,,,,,,,,,,,,,,,400984051
NOMBRE,No.,X,Y,ID,CVE_ENT,CVE_MUN,NOM_MUN,CODE,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,
AUXILIAR XOTEPINGO #2-A, 334,485605,2137177,53,09,003,Coyoac?ín,09003,56246,50803,45533,RP,RP,P/N,P/N,P/N,P/N,P/N,P/N,P/N,152582
AUXILIAR XOTEPINGO #3-A, 335,483454,2134623,56,09,003,Coyoac?ín,09003,32141,31450,32141,33696,29462,33696,34819,48211,46656,48211,46656,45533,462672
AUXILIAR XOTEPINGO #4-A, 336,485612,2137181,59,09,003,Coyoac?ín,09003,45533,36288,37498,38880,34819,P/N,P/N,P/N,P/N,P/N,P/N,P/N,193018
AUXILIAR XOTEPINGO #5-A, 337,486261,2136704,62,09,003,Coyoac?ín,09003,RP,RP,RP,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,0
AUXILIAR XOTEPINGO #6-A, 338,491659,2135219,65,09,007,Iztapalapa,09007,45533,31450,26784,23328,34819,33696,34819,42854,41472,32141,38880,40176,425952
AUXILIAR XOTEPINGO #7-A, 339,486470,2136519,68,09,003,Coyoac?ín,09003,179453,162086,147312,124416,144634,176256,187488,214272,204768,211594,202176,206237,2160691
AUXILIAR XOTEPINGO #8-A, 340,499453,2127639,71,09,011,Tl?íhuac,09011,M/C/A,M/C/A,M/C/A,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,0
AUXILIAR XOTEPINGO #9-A, 341,488347,2149220,74,09,017,Venustiano Carranza,09017,RP,RP,RP,RP,RP,RP,RP,RP,RP,RP,RP,RP,0
AUXILIAR XOTEPINGO #10-A, 342,486840,2136193,45,09,003,Coyoac?ín,09003,72317,65318,72317,72576,72317,67392,72317,74995,72576,74995,62208,29462,808790
AUXILIAR XOTEPINGO #11-A, 343,487154,2136372,48,09,003,Coyoac?ín,09003,101779,91930,83030,69984,80352,101088,104458,107136,25920,26784,28512,0,820973
AUXILIAR XOTEPINGO #2-B, 344,485917,2137244,54,09,003,Coyoac?ín,09003,34819,31450,32141,33696,34819,33696,34819,40176,41472,42854,41472,40176,441590
AUXILIAR XOTEPINGO #3-B, 345,486020,2137158,57,09,003,Coyoac?ín,09003,RP,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,0
AUXILIAR XOTEPINGO #4-B, 346,486172,2136994,60,09,003,Coyoac?ín,09003,58925,43546,10714,31104,37498,44064,48211,42854,46656,45533,46656,45533,501293
AUXILIAR XOTEPINGO #5-B, 347,486360,2136858,63,09,003,Coyoac?ín,09003,131242,99187,96422,82944,96422,116640,123206,104458,101088,99101,101088,91066,1242864
AUXILIAR XOTEPINGO #6-B, 348,486540,2136732,66,09,003,Coyoac?ín,09003,74995,65318,58925,51840,58925,72576,77674,72317,69984,72317,67392,61603,803866
AUXILIAR XOTEPINGO #7-B, 349,486598,2136644,69,09,003,Coyoac?ín,09003,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,0
AUXILIAR XOTEPINGO #8-B, 350,486733,2136560,72,09,003,Coyoac?ín,09003,128563,16934,2678,REP,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,148176
AUXILIAR XOTEPINGO #9-B, 351,486837,2136442,75,09,003,Coyoac?ín,09003,64282,55642,58925,59616,58925,57024,61603,61603,59616,61603,49248,58925,707011
AUXILIAR XOTEPINGO #10-B, 352,486945,2139980,46,09,003,Coyoac?ín,09003,RH,RH,RH,R/N,R/N,R/N,R/N,R/N,R/N,RP,R/N,R/N,0
AUXILIAR XOTEPINGO #11-B, 353,487554,2136262,49,09,003,Coyoac?ín,09003,136598,113702,69638,REP,P/N,P/N,P/N,P/N,P/N,P/N,P/N,0,319939
AUXILIAR XOTEPINGO #2-C, 354,486157,2137340,55,09,003,Coyoac?ín,09003,34819,41126,37498,31104,37498,44064,45533,37498,23328,40176,54432,53568,480643
AUXILIAR XOTEPINGO #3-C, 355,486332,2137150,58,09,003,Coyoac?ín,09003,RP,RP,RP,RP,RP,P/N,P/N,P/N,P/N,P/N,P/N,P/N,0
AUXILIAR XOTEPINGO #4-C, 356,486172,2136994,61,09,003,Coyoac?ín,09003,74995,72576,77674,46656,58925,75168,80352,77674,77760,64282,72576,80352,858989
AUXILIAR XOTEPINGO #5-C, 357,486633,2136909,64,09,003,Coyoac?ín,09003,2678,7258,5357,5184,5357,7776,8035,21427,20736,21427,20736,18749,144720
AUXILIAR XOTEPINGO #6-C, 358,486880,2136614,67,09,003,Coyoac?ín,09003,203558,145152,158026,150336,163382,152928,160704,163382,145152,149990,139968,149990,1882570
AUXILIAR XOTEPINGO #7-C, 359,488128,2138076,70,09,007,Iztapalapa,09007,66960,60480,56246,46656,53568,67392,72317,72317,57024,61603,59616,58925,733104
AUXILIAR XOTEPINGO #8-C, 360,492311,2136377,73,09,007,Iztapalapa,09007,40176,21773,21427,18144,21427,25920,26784,5357,23328,24106,23328,21427,273197
AUXILIAR XOTEPINGO #9-C, 361,493239,2137267,76,09,007,Iztapalapa,09007,34819,31450,29462,REP,REP,28512,29462,26784,25920,24106,25920,`REP,256435
AUXILIAR XOTEPINGO #10-C, 362,487154,2136372,47,09,003,Coyoac?ín,09003,187488,162086,147312,124416,144634,139968,147312,155347,160704,155347,160704,141955,1827274
AGRICOLA ORIENTAL #1, 363,493122,2143239,7,09,007,Iztapalapa,09007,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,0
CD. DEPORTIVA #2, 364,490524,2145198,102,09,006,Iztacalco,09006,101779,91930,125885,127008,26784,REP,RH,RH,REP,61603,88128,91066,714182
DEPORT. SAN SEBASTIAN, 365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,0
GRANJAS ESTRELLA #1, 366,490215,2136947,168,09,007,Iztapalapa,09007,91066,79834,77674,57024,56246,46656,53568,53568,59616,64282,49248,53568,742349
GRANJAS ESTRELLA #2, 367,490395,2136697,169,09,007,Iztapalapa,09007,8035,4838,2678,51840,66960,64800,77674,77674,49248,61603,31104,29462,525917
GRANJAS SAN ANTONIO, 368,488920,2141217,171,09,007,Iztapalapa,09007,48211,43546,42854,38880,37498,36288,32141,32141,31104,32141,25920,26784,427507
IZTAPALAPA #1, 369,490429,2140629,184,09,007,Iztapalapa,09007,200880,179021,200880,189216,32141,95904,200880,195523,191808,32141,168480,200880,1887754
IZTAPALAPA #2, 370,489524,2140324,186,09,007,Iztapalapa,09007,176774,147571,69638,77760,88387,80352,88387,83030,145152,149990,155520,131242,1393805
IZTAPALAPA #4, 371,493536,2140947,187,09,007,Iztapalapa,09007,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,0
IZTAPALAPA #6, 372,494401,2141125,188,09,007,Iztapalapa,09007,RH,RH,RH,RH,RH,RH,RH,RH,54432,R/N,R/N,R/N,54432
IZTAPALAPA #8, 373,495991,2139156,189,09,007,Iztapalapa,09007,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,0
REYES IZTAPALAPA, 374,489024,2138895,361,09,007,Iztapalapa,09007,139277,123379,109814,111456,104458,88128,120528,112493,114048,109814,114048,112493,1359936
PANTEON CIVIL #1, 375,492110,2138566,266,09,007,Iztapalapa,09007,69638,58061,61603,54432,45533,44064,48211,50890,49248,50890,49248,45533,627350
PANTEON CIVIL #2, 376,492185,2138296,267,09,007,Iztapalapa,09007,139277,108864,123206,72576,64282,59616,125885,174096,85536,123206,137376,120528,1334448
PANTEON CIVIL #3, 377,491725,2138701,268,09,007,Iztapalapa,09007,101779,87091,88387,88128,83030,80352,21427,50890,51840,56246,101088,91066,901325
PENON #1, 378,496929,2143163,282,09,007,Iztapalapa,09007,88387,77414,85709,77760,66960,0,R/N,R/N,R/N,R/N,R/N,R/N,396230
PENON #2, 379,496431,2141160,283,09,007,Iztapalapa,09007,149990,137894,147312,139968,101779,150336,147312,125885,137376,147312,119232,141955,1646352
PENON #3, 380,497573,2142887,285,09,007,Iztapalapa,09007,278554,36288,REP,REP,37498,230688,198202,233021,217728,241056,220320,230342,1923696
PENON #4, 381,495210,2141993,286,09,007,Iztapalapa,09007,107136,89510,77674,80352,176774,209952,179453,179453,176256,216950,186624,192845,1872979
PENON #5, 382,485811,2136521,288,09,003,Coyoac?ín,09003,174096,159667,166061,171072,176774,134784,109814,139277,155520,139277,132192,136598,1795133
PENON #6, 383,497336,2141954,289,09,007,Iztapalapa,09007,93744,84672,93744,85536,80352,64800,80352,45533,85536,96422,248832,254448,1313971
PENON #7, 384,496897,2141745,290,09,007,Iztapalapa,09007,83030,77414,83030,77760,72317,80352,174096,187488,160704,198202,168480,163382,1526256
PENON #8, 385,496437,2142004,291,09,007,Iztapalapa,09007,190166,169344,179453,168480,158026,178848,241056,243734,209952,227664,75168,80352,2122243
PENON #9, 386,496509,2142463,292,09,007,Iztapalapa,09007,139277,128218,158026,134784,141955,134784,141955,139277,134784,101779,103680,107136,1565654
PURISIMA IZTAPALAPA, 387,492113,2140360,326,09,007,Iztapalapa,09007,58925,53222,42854,44064,42854,46656,50890,53568,51840,53568,49248,53568,601258
PURISIMA IZTAPALAPA #2, 388,492326,2140858,328,09,007,Iztapalapa,09007,P/N,P/N,P/N,P/N,P/N,P/N,P/N,P/N,P/N,P/N,P/N,P/N,0
PURISIMA IZTAPALAPA #7, 389,492584,2141270,332,09,007,Iztapalapa,09007,0,0,0,0,0,0,2678,0,0,0,0,0,2678
SANTA MARIA AZTAHUACAN, 390,497536,2139617,447,09,007,Iztapalapa,09007,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,0
SECTOR POPULAR #1, 391,480042,2143331,454,09,014,Benito Ju?írez,09014,187488,171763,163382,163296,158026,158112,147312,147312,165888,174096,181440,158026,1976141
SECTOR POPULAR #2, 392,487649,2141016,455,09,007,Iztapalapa,09007,48211,41126,42854,38880,32141,31104,37498,37498,36288,37498,28512,37498,449107
SECTOR POPULAR #3, 393,488361,2140458,456,09,007,Iztapalapa,09007,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,R/N,0
TLACOTAL, 394,490508,2143981,498,09,006,Iztacalco,09006,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,M/C/A,0
UNIDAD MODELO #1, 395,487114,2141384,532,09,007,Iztapalapa,09007,P/N,P/N,P/N,P/N,104458,101088,40176,29462,28512,45533,44064,96422,489715
UNIDAD MODELO #2, 396,486789,2140914,533,09,007,Iztapalapa,09007,42854,33869,40176,38880,37498,36288,45533,40176,44064,37498,38880,42854,478570
UNIDAD MODELO #3, 397,487174,2140802,534,09,007,Iztapalapa,09007,58925,53222,53568,33696,58925,57024,58925,56246,12960,40176,62208,48211,594086
VIGA #1, 398,487435,2140423,559,09,007,Iztapalapa,09007,141955,116122,99101,114048,115171,103680,133920,131242,127008,136598,129600,133920,1482365
VIGA #2, 399,487191,2140016,560,09,003,Coyoac?ín,09003,149990,118541,139277,95904,117850,114048,99101,93744,85536,69638,44064,26784,1154477
AGRICOLA ORIENTAL #2, 400,490893,2142731,8,09,007,Iztapalapa,09007,R/N,53222,58925,59616,58925,59616,58925,R/N,R/N,R/N,R/N,8035,357264
AGRICOLA ORIENTAL #4, 401,490868,2143163,9,09,007,Iztapalapa,09007,R/N,21773,18749,5184,53568,75168,61603,R/N,R/N,R/N,R/N,R/N,236045
AGRICOLA ORIENTAL #5, 402,491237,2143074,10,09,007,Iztapalapa,09007,R/N,210470,238378,238464,93744,181440,163382,R/N,R/N,R/N,R/N,R/N,1125878
AGRICOLA ORIENTAL #6, 403,491988,2143150,11,09,007,Iztapalapa,09007,R/N,77414,74995,62208,42854,77760,18749,R/N,R/N,R/N,R/N,R/N,353981
AGRICOLA ORIENTAL #7, 404,492701,2143036,12,09,007,Iztapalapa,09007,R/N,0,85709,72576,REP,M/C/A,R/N,R/N,R/N,R/N,R/N,R/N,158285
SANTA CRUZ MEYEHUALCO, 405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,152669,140314,128563,137376,141955,134784,149990,136598,134784,0,119232,131242,1507507
ALFONSO XIII, 406,479525,2142124,20,09,010,?ülvaro Obreg??n,09010,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,0
AV. CENTRAL, 407,479826,2143897,77,09,010,?ülvaro Obreg??n,09010,40176,38707,80352,80352,42854,38880,40176,42854,41472,42854,7776,8035,504490
BARRANCA DEL MUERTO, 408,477767,2140498,84,09,010,?ülvaro Obreg??n,09010,72317,67738,99101,98496,99101,98496,99101,99101,93312,99101,98496,101779,1126138
CRISTO REY, 409,479080,2143917,131,09,010,?ülvaro Obreg??n,09010,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,REPOSI.,0
CASTANEDA #5, 410,479819,2141143,99,09,010,?ülvaro Obreg??n,09010,21427,16934,107136,111456,21427,20736,21427,18749,18144,37498,49248,58925,503107
CHAPULTEPEC #7, 411,476811,2147687,112,09,016,Miguel Hidalgo,09016,69638,67738,66960,67392,61603,57024,53568,53568,51840,48211,67392,69638,734573
MERCED GOMEZ #1, 412,479054,2141245,221,09,010,?ülvaro Obreg??n,09010,58925,58061,69638,69984,61603,57024,66960,64282,64800,61603,69984,69638,772502
MERCED GOMEZ #2, 413,479362,2140943,222,09,010,?ülvaro Obreg??n,09010,REHABI.,REHABI.,REHABI.,REHABI.,0,7776,2678,REHABI.,REHABI.,REHABI.,REHABI.,REHABI.,10454
OLIVAR DE LOS PADRES, 414,477978,2138211,251,09,010,?ülvaro Obreg??n,09010,21427,19354,21427,20736,24106,20736,5357,18749,18144,18749,18144,18749,225677
POZO CASSO, 415,479631,2143506,319,09,010,?ülvaro Obreg??n,09010,37498,29030,40176,38880,45533,38880,45533,42854,44064,42854,41472,42854,489629
RIO HONDO, 416,477108,2150026,362,09,016,Miguel Hidalgo,09016,26784,24192,29462,25920,24106,23328,26784,26784,25920,26784,25920,26784,312768
SAN JERONIMO #3 (ANZALDO), 417,476723,2136300,385,09,008,La Magdalena Contreras,09008,16070,14515,10714,12960,29462,7776,13392,16070,25920,18749,2592,21427,189648
SAN ANGEL INN, 418,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50890,43546,40176,49248,53568,51840,53568,32141,41472,48211,51840,53568,570067
SANTA LUCIA MIXCOAC, 419,477689,2141301,446,09,010,?ülvaro Obreg??n,09010,26784,26611,26784,28512,16070,15552,16070,16070,12960,13392,10368,10714,219888
TACUBAYA #1, 420,479760,2144819,460,09,010,?ülvaro Obreg??n,09010,88387,79834,131242,134784,133920,132192,136598,136598,132192,133920,142560,147312,1529539
TACUBAYA #2, 421,478505,2144514,461,09,010,?ülvaro Obreg??n,09010,72317,62899,66960,72576,69638,69984,77674,83030,77760,77674,75168,66960,872640
TACUBAYA #3, 422,477626,2144350,462,09,010,?ülvaro Obreg??n,09010,24106,24192,24106,31104,45533,23328,10714,10714,10368,10714,0,32141,247018
TETELPAN, 423,475535,2138416,496,09,010,?ülvaro Obreg??n,09010,42854,43546,45533,46656,48211,44064,48211,45533,44064,45533,38880,40176,533261
TOTOLAPAN, 424,470953,2140338,502,09,004,Cuajimalpa de Morelos,09004,37498,55642,61603,62208,48211,62208,74995,74995,72576,69638,20736,21427,661738
VISTA HERMOSA, 425,472181,2142453,567,09,004,Cuajimalpa de Morelos,09004,74995,72576,66960,67392,69638,67392,66960,69638,64800,66960,67392,61603,816307
SANTA LUCIA #1, 426,483663,2151362,445,09,015,Cuauht??moc,09015,80352,77414,99101,98496,80352,67392,85709,99101,95904,96422,101088,93744,1075075
PADIERNA #4, 427,476884,2135388,258,09,008,La Magdalena Contreras,09008,56246,58061,29462,18144,34819,33696,0,13392,77760,80352,80352,83030,565315
PEDREGAL #2, 428,478376,2140393,274,09,010,?ülvaro Obreg??n,09010,5357,2419,0,2592,0,0,2678,2678,0,2678,2592,2678,23674
,,,,,,,,,,,,,,,,,,,,,
