GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,6378135
2012,,,,,,,,,,,,,,,,,,,,,412374534
,,503,,,,,,,,,,,,,,,,,,,429648399
EDUCACION #2 (N) ,124,486192,2137920,148,09,003,Coyoac?ín,09003,66355,58061,64282,66355,64282,58061,66355,64282,66355,58061,64282,58061,754792
HUIPULCO ,125,485681,2132491,176,09,012,Tlalpan,09012,193536,169344,187488,193536,187488,169344,193536,187488,193536,169344,187488,169344,2201472
ISSSTE COAPA #1,126,487057,2133526,179,09,012,Tlalpan,09012,102298,89510,99101,105062,104458,94349,107827,104458,91238,89510,99101,89510,1176422
ISSSTE COAPA #2,127,488733,2133590,180,09,012,Tlalpan,09012,80179,70157,77674,80179,74995,67738,80179,77674,74650,65318,74995,67738,891476
ISSSTE COAPA #3,128,487084,2134763,181,09,003,Coyoac?ín,09003,141005,123379,133920,143770,133920,120960,118886,109814,116122,53222,80352,72576,1347926
ISSSTE COAPA #4,129,487494,2135343,182,09,003,Coyoac?ín,09003,127181,111283,123206,116122,115171,104026,118886,115171,121651,106445,120528,108864,1388534
LA CIENEGA,130,483898,2137741,205,09,003,Coyoac?ín,09003,118886,96768,125885,129946,123206,133056,91238,99101,129946,128218,147312,140314,1463876
LOS COYOTES ,131,487314,2135852,214,09,003,Coyoac?ín,09003,118886,104026,115171,118886,115171,104026,118886,115171,118886,104026,115171,104026,1352332
LOS REYES COYOACAN,132,483778,2138641,215,09,003,Coyoac?ín,09003,49766,43546,48211,49766,48211,43546,49766,85709,135475,118541,107136,118541,898214
METRO C.U.,133,481622,2136504,223,09,003,Coyoac?ín,09003,152064,133056,147312,152064,147312,133056,152064,147312,152064,133056,147312,133056,1729728
MULTIF. COAPA #7 ,134,486679,2133212,233,09,012,Tlalpan,09012,124416,108864,120528,124416,120528,108864,124416,120528,124416,108864,120528,108864,1415232
MULTIF. COAPA #8 ,135,487734,2132727,234,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,13824,RE,RE,RE,13824
NAHUATLACAS ,136,483445,2136059,235,09,003,Coyoac?ín,09003,143770,125798,158026,157594,160704,137894,135475,131242,143770,125798,136598,123379,1680048
PASEOS DE TAXQUENA,137,486893,2138915,273,09,003,Coyoac?ín,09003,RH,RH,40176,66355,64282,58061,66355,64282,66355,58061,56246,58061,598234
PEDREGAL DE CARRASCO ,138,482587,2134705,276,09,003,Coyoac?ín,09003,135475,118541,131242,121651,125885,111283,127181,117850,129946,118541,120528,118541,1476664
PEDREGAL DE SAN FRANCISCO,139,482687,2138340,277,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PEDREGAL DE SANTO DOMINGO,140,482109,2136073,278,09,003,Coyoac?ín,09003,135475,118541,125885,129946,128563,118541,127181,99101,102298,91930,80352,79834,1337647
PEDREGAL IMAN,141,481901,2135103,279,09,003,Coyoac?ín,09003,94003,84672,88387,91238,93744,84672,96768,88387,91238,79834,88387,82253,1063583
PERIFERICO #1,142,485573,2136312,293,09,003,Coyoac?ín,09003,141005,123379,136598,141005,136598,123379,141005,136598,141005,113702,123206,111283,1568763
PERIFERICO #2,143,486493,2134490,304,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,99187,40176,36288,175651
PERIFERICO #3,144,484822,2133935,305,09,012,Tlalpan,09012,52531,45965,50890,52531,50890,58061,82944,80352,82944,50803,77674,70157,755742
PERIFERICO #4,145,484272,2133665,306,09,012,Tlalpan,09012,49766,43546,48211,49766,48211,43546,49766,37498,38707,62899,85709,77414,635039
PERIFERICO #10,146,486333,2132216,294,09,013,Xochimilco,09013,60826,53222,58925,60826,58925,53222,60826,58925,60826,53222,58925,53222,691892
PERIFERICO #11,147,488634,2132855,295,09,013,Xochimilco,09013,121651,106445,117850,121651,117850,106445,121651,26784,RH,RH,RH,45965,886292
PERIFERICO #12,148,488153,2133115,296,09,012,Tlalpan,09012,157594,147571,163382,168653,158026,147571,168653,160704,168653,116122,139277,142733,1838939
PERIFERICO #13,149,486343,2136134,297,09,003,Coyoac?ín,09003,FS,FS,FS,FS,FS,FS,FS,FS,49766,77414,85709,77414,290303
PERIFERICO #14,150,488083,2134134,298,09,003,Coyoac?ín,09003,96768,84672,93744,96768,93744,84672,96768,64282,66355,58061,64282,58061,958177
PERIFERICO #15,151,485969,2135229,299,09,003,Coyoac?ín,09003,138240,125798,115171,143770,141955,128218,143770,141955,146534,118541,133920,120960,1598832
PERIFERICO #16,152,489444,2134015,300,09,013,Xochimilco,09013,143770,125798,166061,171418,166061,149990,171418,166061,152064,137894,158026,142733,1851294
PERIFERICO #17,153,489484,2134564,301,09,013,Xochimilco,09013,85709,74995,48211,49766,48211,43546,49766,48211,49766,29030,144634,130637,802482
POZO 20 DE AGOSTO ,154,487195,2138577,318,09,003,Coyoac?ín,09003,168653,147571,163382,168653,163382,147571,74650,128563,168653,145152,160704,142733,1779667
PRADOS CHURUBUSCO ,155,486699,2140007,320,09,003,Coyoac?ín,09003,207360,181440,200880,207360,200880,181440,207360,200880,185242,104026,115171,104026,2096065
PREPARATORIA #5 (N) ,156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77414,67738,74995,77414,74995,67738,77414,74995,77414,67738,74995,67738,880588
REY MOCTEZUMA,157,483541,2137081,360,09,003,Coyoac?ín,09003,105062,87091,85709,91238,91066,FE,47002,99101,88474,77414,88387,82253,942797
ROMERO DE TERREROS,158,482187,2138640,364,09,003,Coyoac?ín,09003,121651,106445,117850,121651,104458,38707,102298,123206,124416,111283,109814,111283,1293062
RUIZ CORTINEZ,159,484853,2136072,365,09,003,Coyoac?ín,09003,107827,94349,104458,107827,104458,94349,107827,104458,107827,94349,104458,94349,1226536
SAN FRANCISCO CULHUACAN ,160,487793,2137344,382,09,003,Coyoac?ín,09003,77414,67738,74995,77414,74995,67738,77414,74995,77414,67738,74995,67738,880588
SAN NICOLAS TOLENTINO,161,485838,2133075,418,09,012,Tlalpan,09012,174182,152410,168739,174182,168739,152410,174182,168739,174182,152410,125885,152410,1938470
SANTA URSULA,162,483587,2135232,448,09,003,Coyoac?ín,09003,141005,123379,133920,138240,136598,123379,135475,131242,135475,118541,131242,118541,1567037
SANTA URSULA COAPA,163,483956,2134956,449,09,003,Coyoac?ín,09003,138240,120960,133920,138240,133920,120960,138240,133920,138240,106445,133920,120960,1557965
TERRANOVA,164,480277,2137821,495,09,003,Coyoac?ín,09003,69120,60480,64282,66355,64282,58061,66355,64282,63590,55642,61603,55642,749694
VILLA OLIMPICA #1,165,480489,2134541,563,09,003,Coyoac?ín,09003,132710,116122,128563,132710,128563,116122,132710,128563,135475,125798,131242,118541,1527119
VIVEROS DEL RELOJ #1,166,485383,2135593,568,09,003,Coyoac?ín,09003,102298,65318,107136,113357,112493,91930,105062,104458,105062,82253,96422,89510,1175299
VIVEROS DEL RELOJ #2,167,485353,2136042,569,09,003,Coyoac?ín,09003,118886,91930,115171,116122,112493,84672,118886,109814,113357,101606,101779,89510,1274226
