GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,9867117
2001,,,,,,,,,,,,,,,,,,,,,453756475
,,460,,,,,,,,,,,,,,,,,,,471910993
HUERTAS DEL CARMEN,51,480757,2138752,175,09,003,Coyoac?ín,09003,127008,104026,108864,124416,123206,101606,113357,120528,106445,136080,106445,108864,1380845
IRRIGACION,52,478175,2149700,177,09,016,Miguel Hidalgo,09016,66528,43546,45965,47002,61603,43546,52531,56246,48384,72576,55642,48384,641952
JARDIN DE SAN JACINTO,53,479963,2138791,193,09,010,?ülvaro Obreg??n,09010,145152,91930,74995,96768,104458,99187,107827,104458,99187,114912,99187,101606,1239667
JARDINES DEL PEDREGAL #1 ,54,478216,2137221,197,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,2678,RN,RN,RN,RN,RN,RN,RN,2678
JARDINES DEL PEDREGAL #2 ,55,479233,2137630,198,09,010,?ülvaro Obreg??n,09010,57456,33869,26611,47002,13392,33869,19354,26784,24192,45360,31450,24192,383530
JARDINES DEL PEDREGAL #3 ,56,479590,2136089,199,09,003,Coyoac?ín,09003,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
JARDINES DEL PEDREGAL #4-B,57,477965,2135930,200,09,010,?ülvaro Obreg??n,09010,75600,65318,67738,66355,42854,19354,19354,34819,31450,66528,48384,38707,576461
JARDINES DEL PEDREGAL #5-B,58,477155,2135188,203,09,010,?ülvaro Obreg??n,09010,114912,89510,89510,102298,99101,89510,102298,99101,89510,111888,89510,99187,1176336
JARDIN MORELOS ,59,481303,2145227,194,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
JARDIN POMBO,60,480823,2144109,195,09,014,Benito Ju?írez,09014,51408,38707,41126,33178,53568,45965,33178,29462,38707,51408,41126,41126,498960
JARDINES DEL PEDREGAL #5-A ,61,477046,2135344,202,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
LA CAMPANA,62,480797,2141915,204,09,014,Benito Ju?írez,09014,190512,154829,149990,165888,147312,135475,165888,171418,154829,190512,149990,147571,1924214
HORMIGA,63,479959,2146530,174,09,016,Miguel Hidalgo,09016,102816,77414,79834,96768,93744,84672,96768,91066,84672,90720,84672,84672,1067818
LA HUERTA,64,483034,2142593,206,09,014,Benito Ju?írez,09014,139104,123379,99187,127181,99101,113702,107827,120528,140314,117936,120960,101606,1410826
LAGO GINEBRA,65,479224,2150276,209,09,016,Miguel Hidalgo,09016,78624,72576,55642,80179,61603,60480,77414,77674,62899,87696,70157,62899,847843
LEGARIA,66,478689,2150496,210,09,016,Miguel Hidalgo,09016,169344,123379,135475,154829,123206,137894,138240,149990,142733,163296,140314,137894,1716595
MAR MEDITERRANEO,67,481776,2150834,216,09,016,Miguel Hidalgo,09016,127008,84672,94349,99533,91066,94349,91238,101779,87091,111888,101606,84672,1169251
MARINA NACIONAL #1,68,481481,2149520,217,09,016,Miguel Hidalgo,09016,108864,113702,118541,129946,131242,116122,138240,133920,116122,136080,82253,99187,1424218
MARINA NACIONAL #3,69,480760,2150404,218,09,016,Miguel Hidalgo,09016,54432,58061,55642,60826,74995,48384,63590,77674,67738,66528,62899,65318,756086
MARINA NACIONAL #4,70,480221,2151033,219,09,016,Miguel Hidalgo,09016,39312,26611,43546,35942,24106,24192,24883,26784,24192,27216,21773,19354,337910
MARTIRES DE TACUBAYA ,71,480664,2144482,220,09,014,Benito Ju?írez,09014,102816,62899,67738,47002,32141,29030,60826,53568,70157,102816,84672,70157,783821
MAYORAZGO,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
MIGUEL ALEMAN,73,485070,2143994,224,09,014,Benito Ju?írez,09014,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0
MIRAFLORES,74,480622,2143758,228,09,014,Benito Ju?írez,09014,120960,91930,91930,102298,83030,84672,110592,101779,84672,96768,87091,84672,1140394
MIRAVALLE,75,485274,2140695,229,09,014,Benito Ju?írez,09014,108864,89510,96768,107827,83030,116122,135475,125885,82253,111888,125798,125798,1309219
MODERNA,76,485903,2144382,230,09,014,Benito Ju?írez,09014,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,RH,0
MOLINO DEL REY ,77,479642,2147289,231,09,016,Miguel Hidalgo,09016,33264,29030,29030,30413,18749,48384,47002,37498,31450,48384,58061,65318,476582
NAPOLES,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39312,26611,36288,22118,21427,14515,38707,21427,RE,RE,RE,RE,220406
NATIVITAS,79,485550,2142726,236,09,014,Benito Ju?írez,09014,42336,31450,33869,35942,40176,31450,38707,40176,29030,45360,36288,33869,438653
NATIVITAS ,80,485550,2142726,236,09,014,Benito Ju?írez,09014,154224,111283,125798,110592,128563,118541,124416,133920,99187,163296,133056,135475,1538352
NORMANDIA,81,485856,2141928,247,09,007,Iztapalapa,09007,157248,128218,135475,143770,128563,89510,129946,152669,94349,139104,116122,120960,1535933
NUEVO MIGUEL ALEMAN,82,485108,2143877,249,09,014,Benito Ju?írez,09014,66528,79834,84672,82944,69638,48384,55296,88387,67738,87696,111283,142733,985133
ORTIZ RUBIO ,83,485111,2142220,253,09,014,Benito Ju?írez,09014,187488,133056,120960,160358,184810,174182,160358,171418,145152,202608,166925,169344,1976659
P. MARISCAL SUCRE ,84,483060,2143897,254,09,014,Benito Ju?írez,09014,154224,125798,128218,146534,141955,120960,146534,136598,120960,139104,113702,116122,1590710
PARQUE DE LOS VENADOS,85,483779,2141901,270,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #1,86,483206,2141726,271,09,014,Benito Ju?írez,09014,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PARROQUIA #2,87,483206,2141726,272,09,014,Benito Ju?írez,09014,9072,9677,7258,8294,2678,2419,2765,2678,2419,3024,2419,2419,55123
PERIODISTA,88,477073,2150067,312,09,016,Miguel Hidalgo,09016,154224,82253,87091,94003,93744,84672,85709,88387,99187,123984,99187,96768,1189210
PIRULERA ,89,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127008,111283,106445,118886,109814,84672,113357,109814,91930,120960,94349,82253,1270771
POPOTLA ARBOL,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0
PORTALES ,91,484686,2140946,317,09,014,Benito Ju?írez,09014,72576,101606,79834,113357,83030,84672,77414,61603,67738,93744,82253,55642,973469
RADIO MIL,92,484258,2143551,353,09,014,Benito Ju?írez,09014,190512,116122,123379,135475,200880,179021,212890,206237,171763,229824,181440,188698,2136240
RIO SAN JOAQUIN,93,477902,2150276,363,09,016,Miguel Hidalgo,09016,RE,RE,RE,RE,RE,FE,FE,18749,FE,FE,FE,FE,18749
SALESIANO,94,481404,2150143,379,09,016,Miguel Hidalgo,09016,84672,120960,106445,160358,40176,38707,41472,34819,41126,45360,79834,33869,827798
SAN FELIPE POPOTLA,95,481648,2151031,380,09,016,Miguel Hidalgo,09016,217728,145152,128218,149299,176774,147571,163123,168739,145152,175392,174182,169344,1960675
SAN JOAQUIN TACUBA,96,478238,2150738,386,09,016,Miguel Hidalgo,09016,69552,50803,89510,116122,107136,60480,74650,120528,106445,130032,113702,106445,1145405
TACUBA,97,480210,2151387,459,09,016,Miguel Hidalgo,09016,90720,70157,70157,80179,74995,67738,77414,74995,70157,84672,70157,67738,899078
TIZAPAN,98,478906,2138404,497,09,010,?ülvaro Obreg??n,09010,136080,89510,96768,107827,96422,96768,102298,74995,96768,130032,99187,82253,1208909
VERONICA ,99,481682,2148727,555,09,016,Miguel Hidalgo,09016,166320,149990,135475,171418,166061,152410,152064,171418,154829,160272,135475,123379,1839110
VIADUCTO ,100,481343,2144628,556,09,014,Benito Ju?írez,09014,163296,140314,135475,138240,133920,123379,121651,133920,125798,136080,120960,108864,1581898
ACOXPA #31,101,485192,2133795,5,09,012,Tlalpan,09012,193536,147571,142733,171418,166061,128218,121651,58925,53222,57456,55642,58061,1354493
ACOXPA #32,102,485455,2133735,6,09,012,Tlalpan,09012,199584,159667,157248,179712,182131,164506,185242,160704,164506,235872,176602,176602,2142374
AJUSCO,103,483445,2136071,14,09,003,Coyoac?ín,09003,90720,72576,72576,127181,123206,111283,138240,155347,137894,172368,137894,113702,1452989
ALTILLO UNIVERSIDAD,104,481103,2138473,23,09,003,Coyoac?ín,09003,30240,24192,24192,27648,26784,21773,24883,24106,21773,39312,31450,36288,332640
BOSQUES DE TETLALMEYA,105,484033,2133858,90,09,003,Coyoac?ín,09003,18144,36288,74995,85709,83030,74995,85709,83030,74995,93744,74995,36288,821923
CARACOL,106,482972,2134511,96,09,003,Coyoac?ín,09003,96768,79834,79834,80179,21427,19354,30413,21427,24192,42336,26611,77414,599789
CEDRAL,107,488152,2135509,103,09,003,Coyoac?ín,09003,75600,60480,60480,71885,72317,70157,80179,88387,77414,105840,84672,84672,932083
COLONIA DEL CARMEN FRAGATA ,108,483260,2139989,127,09,003,Coyoac?ín,09003,184464,142733,147571,165888,160704,145152,163123,160704,142733,184464,145152,142733,1885421
COPILCO UNIVERSIDAD,109,480690,2137954,128,09,003,Coyoac?ín,09003,87696,67738,67738,77414,74995,67738,77414,74995,67738,84672,67738,67738,883613
COUNTRY CLUB,110,485226,2139758,129,09,003,Coyoac?ín,09003,54432,43546,43546,85709,83030,74995,85709,74995,74995,93744,87091,45965,847757
DEPORTIVO CANTIL,111,483864,2138082,133,09,003,Coyoac?ín,09003,157248,96768,108864,121651,104458,111283,127181,120528,108864,139104,111283,111283,1418515
DEPORTIVO DURANGO ,112,483374,2135359,134,09,003,Coyoac?ín,09003,169344,130637,135475,138240,133920,120960,138240,133920,120960,154224,62899,82253,1521072
DIRECTO #18,113,489804,2135343,140,09,013,Xochimilco,09013,48384,33869,26611,22118,2678,2419,0,10714,58061,51408,45965,53222,355450
DIRECTO #19,114,481368,2134327,141,09,012,Tlalpan,09012,21168,16934,29030,47002,45533,31450,60826,58925,41126,51408,41126,29030,473558
DIRECTO #20-B ,115,480015,2134312,142,09,003,Coyoac?ín,09003,238896,200794,188698,226714,203558,181440,33178,18749,111283,275184,212890,212890,2104272
DIRECTO #21,116,479873,2134178,143,09,012,Tlalpan,09012,145152,113702,111283,127181,64282,53222,110592,109814,89510,111888,99187,99187,1235002
DIRECTO #24,117,482128,2135810,145,09,003,Coyoac?ín,09003,181440,145152,145152,157594,152669,137894,157594,152669,128218,163296,96768,87091,1705536
DIRECTO #25,118,483719,2134751,146,09,003,Coyoac?ín,09003,87696,79834,84672,99533,93744,65318,88474,66960,60480,75600,74995,74995,952301
EDUCACION #1,119,485357,2138170,147,09,003,Coyoac?ín,09003,105840,84672,84672,96768,93744,84672,96768,64282,FE,99792,113702,113702,1038614
EDUCACION #2 (N) ,120,486192,2137920,148,09,003,Coyoac?ín,09003,160272,123379,128218,146534,131242,118541,135475,131242,116122,102816,84672,84672,1463184
HUIPULCO ,121,485681,2132491,176,09,012,Tlalpan,09012,114912,89510,87091,99533,77674,70157,80179,77674,70157,87696,70157,79834,1004573
ISSSTE COAPA #1,122,487057,2133526,179,09,012,Tlalpan,09012,223776,179021,152410,141005,152669,188698,196301,192845,169344,214704,174182,174182,2159136
ISSSTE COAPA #2,123,488733,2133590,180,09,012,Tlalpan,09012,99792,70157,58061,58061,77674,77414,91238,88387,79834,99792,70157,70157,940723
ISSSTE COAPA #3,124,487084,2134763,181,09,003,Coyoac?ín,09003,238896,193536,195955,174182,182131,164506,179712,174096,157248,196560,53222,53222,1963267
ISSSTE COAPA #4,125,487494,2135343,182,09,003,Coyoac?ín,09003,205632,169344,171763,237773,195523,176602,207360,200880,176602,220752,171763,171763,2305757
LA CIENEGA,126,483898,2137741,205,09,003,Coyoac?ín,09003,72576,58061,58061,71885,69638,60480,69120,66960,60480,75600,60480,65318,788659
LOS COYOTES ,127,487314,2135852,214,09,003,Coyoac?ín,09003,127008,94349,99187,102298,107136,101606,121651,115171,99187,120960,99187,118541,1306282
LOS REYES COYOACAN,128,483778,2138641,215,09,003,Coyoac?ín,09003,133056,104026,106445,121651,117850,104026,118886,117850,104026,133056,106445,120960,1388275
METRO C.U.,129,481622,2136504,223,09,003,Coyoac?ín,09003,272160,220147,237082,204595,198202,179021,204595,198202,145152,60480,164506,171763,2255904
MULTIF. COAPA #7 ,130,486679,2133212,233,09,012,Tlalpan,09012,133056,106445,106445,121651,117850,106445,121651,117850,106445,96768,77414,77414,1289434
MULTIF. COAPA #8 ,131,487734,2132727,234,09,013,Xochimilco,09013,157248,120960,89510,132710,123206,45965,143770,139277,125798,123984,99187,101606,1403222
NAHUATLACAS ,132,483445,2136059,235,09,003,Coyoac?ín,09003,208656,164506,164506,188006,152669,137894,152064,147312,133056,166320,145152,145152,1905293
PASEOS DE TAXQUENA,133,486893,2138915,273,09,003,Coyoac?ín,09003,RH,58061,58061,66355,64282,58061,66355,64282,58061,72576,58061,72576,696730
PEDREGAL DE CARRASCO ,134,482587,2134705,276,09,003,Coyoac?ín,09003,0,41126,166925,199066,192845,174182,199066,192845,174182,217728,50803,50803,1659571
PEDREGAL DE SAN FRANCISCO,135,482687,2138340,277,09,003,Coyoac?ín,09003,111888,87091,89510,80179,99101,55642,FE,FE,FE,FE,FE,FE,523411
PEDREGAL DE SANTO DOMINGO,136,482109,2136073,278,09,003,Coyoac?ín,09003,108864,87091,79834,88474,83030,74995,82944,80352,77414,96768,84672,84672,1029110
PEDREGAL IMAN,137,481901,2135103,279,09,003,Coyoac?ín,09003,139104,108864,108864,129946,117850,113702,129946,125885,111283,130032,106445,99187,1421107
PERIFERICO #1,138,485573,2136312,293,09,003,Coyoac?ín,09003,223776,174182,135475,201830,192845,154829,FE,147312,171763,214704,171763,171763,1960243
PERIFERICO #2,139,486493,2134490,304,09,012,Tlalpan,09012,229824,183859,183859,210125,198202,181440,207360,198202,179021,163296,130637,130637,2196461
PERIFERICO #3,140,484822,2133935,305,09,012,Tlalpan,09012,190512,152410,152410,174182,107136,125798,143770,139277,125798,157248,125798,60480,1654819
PERIFERICO #4,141,484272,2133665,306,09,012,Tlalpan,09012,190512,152410,152410,174182,171418,159667,179712,174096,157248,187488,149990,149990,1999123
PERIFERICO #8,142,483602,2132446,310,09,012,Tlalpan,09012,154224,123379,123379,141005,136598,123379,141005,136598,123379,154224,123379,123379,1603930
PERIFERICO #10,143,486333,2132216,294,09,013,Xochimilco,09013,166320,128218,123379,152064,104458,94349,107827,101779,94349,114912,94349,91930,1373933
PERIFERICO #11,144,488634,2132855,295,09,013,Xochimilco,09013,15120,12096,12096,113357,136598,125798,141005,136598,123379,154224,123379,118541,1212192
PERIFERICO #12,145,488153,2133115,296,09,012,Tlalpan,09012,DT,RE,RE,RE,RE,RE,8294,RE,RE,RE,RE,FS,8294
PERIFERICO #13,146,486343,2136134,297,09,003,Coyoac?ín,09003,63504,50803,50803,58061,56246,50803,58061,56246,50803,63504,50803,50803,660442
PERIFERICO #14,147,488083,2134134,298,09,003,Coyoac?ín,09003,166320,133056,133056,163123,147312,99187,49766,48211,43546,54432,43546,142733,1224288
PERIFERICO #15,148,485969,2135229,299,09,003,Coyoac?ín,09003,87696,70157,70157,80179,66960,60480,69120,66960,60480,78624,62899,62899,836611
PERIFERICO #16,149,489444,2134015,300,09,013,Xochimilco,09013,54432,RE,FS,55296,53568,55642,127181,123206,111283,139104,111283,111283,942278
PERIFERICO #17,150,489484,2134564,301,09,013,Xochimilco,09013,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,FS,0
PERIFERICO #19,151,488874,2136877,303,09,003,Coyoac?ín,09003,120960,96768,48384,DT,107136,96768,110592,107136,96768,120960,96768,128218,1130458
POZO 20 DE AGOSTO ,152,487195,2138577,318,09,003,Coyoac?ín,09003,75600,60480,60480,69120,66960,60480,69120,66960,60480,75600,60480,60480,786240
PRADOS CHURUBUSCO ,153,486699,2140007,320,09,003,Coyoac?ín,09003,160272,128218,128218,146534,131242,118541,135475,131242,118541,148176,118541,118541,1583539
PREPARATORIA #5 (N) ,154,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,136080,108864,108864,55296,104458,106445,121651,117850,106445,133056,106445,113702,1319155
REY MOCTEZUMA,155,483541,2137081,360,09,003,Coyoac?ín,09003,172368,120960,137894,157594,152669,137894,157594,152669,137894,172368,137894,137894,1775693
ROMERO DE TERREROS,156,482187,2138640,364,09,003,Coyoac?ín,09003,148176,118541,118541,135475,131242,106445,121651,117850,106445,133056,106445,118541,1462406
RUIZ CORTINEZ,157,484853,2136072,365,09,003,Coyoac?ín,09003,130032,101606,99187,149299,117850,137894,157594,149990,135475,169344,135475,135475,1619222
SAN FRANCISCO CULHUACAN ,158,487793,2137344,382,09,003,Coyoac?ín,09003,54432,43546,43546,49766,48211,43546,49766,48211,43546,54432,43546,24192,546739
SAN NICOLAS TOLENTINO,159,485838,2133075,418,09,012,Tlalpan,09012,117936,91930,94349,107827,101779,94349,107827,104458,94349,93744,FE,FE,1008547
SANTA URSULA,160,483587,2135232,448,09,003,Coyoac?ín,09003,208656,162086,162086,182477,99101,89510,265421,257126,246758,311472,205632,205632,2395958
SANTA URSULA COAPA,161,483956,2134956,449,09,003,Coyoac?ín,09003,81648,62899,55642,69120,66960,60480,69120,66960,60480,75600,60480,60480,789869
TERRANOVA,162,480277,2137821,495,09,003,Coyoac?ín,09003,178416,137894,142733,163123,155347,145152,163123,158026,142733,178416,145152,142733,1852848
UNIVERSIDAD ,163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18144,31450,31450,35942,34819,31450,35942,34819,31450,39312,31450,50803,407030
VILLA OLIMPICA #1,164,480489,2134541,563,09,003,Coyoac?ín,09003,148176,116122,118541,135475,128563,118541,135475,128563,118541,145152,116122,116122,1525392
VIVEROS DEL RELOJ #1,165,485383,2135593,568,09,003,Coyoac?ín,09003,166320,128218,130637,141005,123206,RH,RH,125885,113702,142128,84672,84672,1240445
VIVEROS DEL RELOJ #2,166,485353,2136042,569,09,003,Coyoac?ín,09003,117936,91930,94349,141005,131242,123379,138240,133920,120960,154224,123379,120960,1491523
ZAPATA #17 ,167,482186,2134254,576,09,012,Tlalpan,09012,78624,55642,48384,60826,45533,38707,60826,58925,48384,39312,55642,50803,641606
