GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,,
DIRECCION DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,32769059,
2016,,,,,,,,,,,,,,,,,,,,,431098377,
,,519,,,,,,,,,,,,,,,,,,,473667273,
NOMBRE,No.,X,Y,ID,CVE_ENT,CVE_MUN,NOM_MUN,CODE,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,m3/año,m3/s
SAN LUCAS XOCHIMANCA,298,487902,2127087,393,09,013,Xochimilco,09013,131242,120269,120528,127008,128563,124416,128563,128563,121824,115171,124416,128563,1499126,0.04754 
MIRADOR #1,299,494077,2127688,225,09,013,Xochimilco,09013,80352,147830,93744,90720,131242,139968,139277,120528,150336,176774,168480,136598,1575849,0.04997 
MIRADOR #2,300,494205,2127862,226,09,013,Xochimilco,09013,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
MIRADOR #3,301,494228,2127235,227,09,013,Xochimilco,09013,FS,105235,2678,46656,69638,62208,74995,88387,85536,72317,57024,91066,755740,0.02396 
MONTE SUR #1 ,302,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61603,57629,64282,62208,56246,54432,56246,56246,54432,56246,54432,56246,690248,0.02189 
MONTE SUR #2 ,303,487741,2125198,232,09,013,Xochimilco,09013,64282,60134,66960,64800,61603,59616,61603,61603,59616,61603,59616,61603,743039,0.02356 
NATIVITAS #1 ,304,489958,2127340,237,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
NATIVITAS #2 ,305,490330,2126433,238,09,013,Xochimilco,09013,91066,137808,149990,114048,149990,145152,149990,149990,111456,149990,137376,8035,1494891,0.04740 
NATIVITAS #3 ,306,490458,2126770,239,09,013,Xochimilco,09013,104458,135302,131242,147744,141955,FS,FS,FS,75168,139277,93312,107136,1075594,0.03411 
NORIA #1,307,486562,2130782,240,09,013,Xochimilco,09013,101779,120269,115171,119232,109814,116640,144634,141955,132192,141955,139968,144634,1528243,0.04846 
NORIA #2,308,487133,2129237,241,09,013,Xochimilco,09013,117850,95213,120528,114048,117850,114048,117850,117850,116640,120528,114048,120528,1386981,0.04398 
NORIA #3,309,487635,2129008,242,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
NORIA #4,310,487975,2128974,243,09,013,Xochimilco,09013,195523,132797,187488,137376,187488,186624,190166,219629,259200,152669,75168,246413,2170541,0.06883 
NORIA #5,311,487231,2128266,244,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
NORIA #6,312,488178,2127972,245,09,013,Xochimilco,09013,139277,132797,133920,137376,128563,147744,176774,182131,168480,171418,178848,171418,1868746,0.05926 
NORIA #7,313,489421,2127836,246,09,013,Xochimilco,09013,120528,112752,120528,116640,120528,114048,117850,117850,114048,117850,114048,117850,1404520,0.04454 
SAN LUIS TLAXIALTEMALCO,314,496162,2128409,414,09,013,Xochimilco,09013,101779,85190,FS,31104,FS,FS,42854,37498,28512,109814,101088,24106,561945,0.01782 
PANTEON SAN LUCAS XOCHIMANCA,315,488329,2126886,269,09,013,Xochimilco,09013,125885,112752,125885,116640,128563,124416,125885,125885,121824,125885,62208,FS,1295828,0.04109 
PERIFERICO #8,316,483602,2132446,310,09,012,Tlalpan,09012,83030,117763,88387,85536,88387,82944,85709,88387,90720,93744,90720,96422,1091749,0.03462 
PERIFERICO #9,317,486233,2131345,311,09,013,Xochimilco,09013,56246,52618,85709,77760,74995,67392,77674,88387,75168,77674,75168,72317,881108,0.02794 
PISTA OLIMPICA #1,318,489138,2132973,314,09,013,Xochimilco,09013,160704,145325,93744,103680,91066,95904,107136,109814,119232,120528,114048,120528,1381709,0.04381 
PISTA OLIMPICA #2,319,487790,2131726,315,09,013,Xochimilco,09013,128563,120269,128563,124416,128563,108864,112493,112493,108864,112493,108864,112493,1406938,0.04461 
RECLUSORIO SUR #1,320,487085,2126212,354,09,013,Xochimilco,09013,83030,92707,83030,80352,69638,77760,83030,83030,69984,83030,82944,83030,971565,0.03081 
RECLUSORIO SUR #2,321,486650,2126527,355,09,013,Xochimilco,09013,99101,92707,99101,95904,99101,88128,91066,91066,88128,91066,77760,80352,1093480,0.03467 
RESIDENCIAL SUR,322,486065,2131760,359,09,013,Xochimilco,09013,85709,82685,88387,88128,83030,77760,77674,77674,77760,83030,77760,42854,942451,0.02988 
S-1,323,488882,2127217,366,09,013,Xochimilco,09013,149990,140314,149990,145152,149990,145152,149990,149990,145152,149990,145152,149990,1770852,0.05615 
S-2,324,487111,2126517,371,09,013,Xochimilco,09013,74995,87696,56246,75168,64282,93312,96422,96422,88128,96422,82944,80352,992389,0.03147 
S-3,325,489958,2126538,372,09,013,Xochimilco,09013,77674,72662,74995,72576,74995,57024,58925,61603,59616,58925,59616,61603,790214,0.02506 
S-4,326,486666,2126212,373,09,013,Xochimilco,09013,61603,50112,61603,59616,61603,62208,64282,64282,62208,64282,62208,64282,738289,0.02341 
S-5,327,489992,2126177,374,09,013,Xochimilco,09013,112493,105235,115171,111456,115171,111456,115171,115171,111456,115171,111456,115171,1354578,0.04295 
S-6,328,490912,2126096,375,09,013,Xochimilco,09013,141955,132797,141955,137376,141955,137376,141955,141955,137376,141955,137376,141955,1675986,0.05315 
S-7,329,492891,2126808,376,09,013,Xochimilco,09013,136598,127786,136598,116640,168739,163296,168739,168739,163296,168739,163296,168739,1851205,0.05870 
S-8,330,488261,2127516,377,09,013,Xochimilco,09013,FS,90202,131242,67392,61603,88128,5357,FS,FS,FS,FS,FS,443924,0.01408 
S-9,331,486026,2130803,378,09,013,Xochimilco,09013,125885,117763,93744,129600,104458,129600,152669,152669,134784,149990,145152,149990,1586304,0.05030 
S-10,332,485222,2130406,367,09,013,Xochimilco,09013,53568,50112,53568,54432,56246,54432,56246,56246,54432,56246,54432,56246,656206,0.02081 
S-11,333,496467,2128172,368,09,013,Xochimilco,09013,FS,10022,FS,36288,24106,41472,45533,45533,44064,45533,44064,45533,382148,0.01212 
SANTIAGO TEPALCATLALPAN ,334,487217,2127605,451,09,013,Xochimilco,09013,219629,120269,235699,194400,230342,176256,120528,120528,137376,88387,69984,72317,1785715,0.05662 
SAN GREGORIO ATL. #1,335,493006,2128467,383,09,013,Xochimilco,09013,69638,72662,66960,62208,13392,2592,69638,69638,67392,96422,116640,120528,827710,0.02625 
SAN GREGORIO ATL. #2,336,492890,2127862,384,09,013,Xochimilco,09013,107136,135302,80352,108864,117850,93312,101779,131242,116640,128563,114048,99101,1334189,0.04231 
SAN LUIS #1,337,497615,2129035,394,09,013,Xochimilco,09013,56246,52618,56246,54432,56246,54432,56246,56246,54432,56246,54432,56246,664068,0.02106 
SAN LUIS #2,338,497783,2129060,405,09,013,Xochimilco,09013,149990,140314,141955,145152,149990,142560,147312,147312,145152,149990,145152,149990,1754869,0.05565 
SAN LUIS #3,339,497036,2129582,407,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #4,340,497202,2129606,408,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #5,341,497315,2129600,409,09,013,Xochimilco,09013,66960,62640,64282,64800,66960,77760,80352,77674,77760,80352,77760,80352,877652,0.02783 
SAN LUIS #6,342,497439,2129597,410,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #7,343,496647,2129289,411,09,013,Xochimilco,09013,88387,150336,93744,85536,91066,85536,88387,91066,85536,88387,85536,88387,1121904,0.03558 
SAN LUIS #8,344,496435,2128999,412,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #9,345,496048,2129025,413,09,013,Xochimilco,09013,77674,102730,83030,93312,83030,80352,83030,83030,80352,83030,152928,190166,1192664,0.03782 
SAN LUIS #10,346,495713,2128981,395,09,013,Xochimilco,09013,152669,127786,155347,142560,155347,142560,152669,128563,103680,115171,111456,147312,1635120,0.05185 
SAN LUIS #11,347,495413,2128559,396,09,013,Xochimilco,09013,144634,125280,88387,137376,141955,145152,85709,128563,134784,171418,173664,141955,1618877,0.05133 
SAN LUIS #12,348,495360,2128726,397,09,013,Xochimilco,09013,147312,92707,FS,54432,FS,FS,FS,FS,FS,FS,FS,FS,294451,0.00934 
SAN LUIS #13,349,494961,2128603,398,09,013,Xochimilco,09013,FS,100224,80352,119232,125885,111456,45533,FS,28512,FS,FS,FS,611194,0.01938 
SAN LUIS #14,350,493710,2128823,399,09,013,Xochimilco,09013,107136,87696,107136,108864,112493,108864,109814,109814,108864,112493,108864,112493,1294531,0.04105 
SAN LUIS #15,351,492970,2129043,400,09,013,Xochimilco,09013,69638,65146,66960,67392,69638,67392,69638,69638,67392,69638,67392,69638,819502,0.02599 
SAN LUIS #16,352,492704,2128176,401,09,013,Xochimilco,09013,125885,117763,101779,103680,107136,103680,104458,104458,103680,99101,103680,107136,1282436,0.04067 
SAN LUIS #17,353,492917,2128568,402,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SAN LUIS #18,354,492829,2128339,403,09,013,Xochimilco,09013,190166,162864,187488,189216,163382,93312,96422,96422,103680,96422,132192,139277,1650843,0.05235 
SAN LUIS #19,355,491807,2127960,404,09,013,Xochimilco,09013,45533,50112,64282,64800,58925,67392,69638,66960,25920,34819,36288,37498,622167,0.01973 
SAN LUIS #20,356,490706,2127793,406,09,013,Xochimilco,09013,131242,95213,109814,129600,120528,132192,136598,115171,116640,128563,127008,101779,1444348,0.04580 
SAN LORENZO ATEMOAYA #1,357,489528,2127154,390,09,013,Xochimilco,09013,66960,62640,66960,64800,66960,64800,66960,66960,64800,66960,64800,66960,790560,0.02507 
SAN LORENZO ATEMOAYA #2,358,489441,2127276,391,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SANTA CRUZ ACALPIXCA #1,359,492715,2127316,440,09,013,Xochimilco,09013,107136,75168,104458,75168,85709,82944,85709,85709,82944,85709,82944,85709,1039307,0.03296 
SANTA CRUZ ACALPIXCA #2,360,492727,2127595,441,09,013,Xochimilco,09013,64282,155347,74995,95904,61603,168480,158026,125885,69984,69638,51840,69638,1165622,0.03696 
SANTA CRUZ XOCHITEPEC,361,486440,2128685,444,09,013,Xochimilco,09013,147312,132797,155347,142560,176774,93312,77674,5357,103680,53568,127008,91066,1306455,0.04143 
TEPEPAN #1,362,484817,2130992,485,09,012,Tlalpan,09012,61603,57629,80352,85536,88387,85536,88387,88387,85536,88387,85536,88387,983663,0.03119 
TEPEPAN #2,363,484526,2130414,486,09,012,Tlalpan,09012,45533,130291,48211,44064,42854,44064,42854,42854,41472,37498,49248,45533,614476,0.01948 
TEPEPAN #3,364,485444,2131291,487,09,013,Xochimilco,09013,96422,142819,131242,121824,125885,132192,131242,128563,127008,131242,124416,131242,1524097,0.04833 
AUXILIAR XOTEPINGO #8-A,365,499453,2127639,71,09,011,Tl?íhuac,09011,21427,25056,53568,44064,45533,44064,64282,64282,62208,64282,46656,61603,597025,0.01893 
CERRILLOS #1,366,497979,2128002,105,09,013,Xochimilco,09013,74995,70157,64282,57024,58925,57024,58925,58925,57024,58925,57024,58925,732155,0.02322 
CERRILLOS #2,367,498560,2127688,106,09,011,Tl?íhuac,09011,29462,27562,29462,28512,29462,28512,29462,29462,28512,29462,28512,29462,347844,0.01103 
CERRILLOS #3,368,498585,2127177,107,09,011,Tl?íhuac,09011,117850,110246,115171,116640,120528,114048,117850,120528,116640,120528,114048,115171,1399248,0.04437 
ESCUDO NACIONAL #1,369,499305,2127979,153,09,011,Tl?íhuac,09011,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0,0.00000 
ESCUDO NACIONAL #2,370,499028,2127046,154,09,011,Tl?íhuac,09011,26784,25056,26784,23328,24106,23328,24106,24106,23328,24106,23328,24106,292466,0.00927 
R-11,371,499184,2127397,335,09,011,Tl?íhuac,09011,45533,42595,45533,51840,53568,51840,53568,53568,51840,53568,51840,50890,606183,0.01922 
R-18,372,500141,2123254,336,09,009,Milpa Alta,09009,53568,75168,80352,54432,56246,54432,56246,56246,54432,61603,59616,61603,723944,0.02296 
R-19,373,498387,2122183,337,09,009,Milpa Alta,09009,13392,12528,13392,12960,13392,12960,13392,13392,12960,13392,12960,13392,158112,0.00501 
R-21,374,498543,2122563,339,09,009,Milpa Alta,09009,85709,100224,107136,98496,101779,98496,101779,74995,85536,88387,85536,88387,1116460,0.03540 
R-22,375,500132,2122660,340,09,009,Milpa Alta,09009,66960,62640,66960,62208,64282,62208,64282,64282,62208,61603,59616,61603,758852,0.02406 
R-24,376,499460,2123283,341,09,009,Milpa Alta,09009,61603,55123,58925,46656,56246,54432,56246,56246,54432,61603,59616,61603,682731,0.02165 
R-25,377,498704,2122951,342,09,009,Milpa Alta,09009,99101,90202,96422,93312,96422,93312,96422,96422,85536,104458,101088,104458,1157155,0.03669 
R-26,378,500353,2122335,343,09,009,Milpa Alta,09009,80352,75168,80352,72576,74995,54432,45533,74995,72576,74995,72576,74995,853545,0.02707 
R-28,379,500633,2123093,345,09,009,Milpa Alta,09009,120528,115258,120528,124416,101779,124416,117850,117850,114048,117850,98496,117850,1390869,0.04410 
S-12,380,498012,2128664,369,09,013,Xochimilco,09013,91066,85190,91066,93312,96422,93312,96422,96422,93312,96422,93312,72317,1098575,0.03484 
S-13,381,498497,2128189,370,09,013,Xochimilco,09013,21427,20045,21427,20736,21427,20736,21427,21427,20736,21427,20736,21427,252978,0.00802 
SAN JUAN TEPENAHUAC,382,500689,2121549,387,09,009,Milpa Alta,09009,101779,95213,101779,101088,104458,101088,104458,104458,101088,104458,101088,104458,1225413,0.03886 
SAN PEDRO ATOCPAN ,383,494862,2124268,419,09,009,Milpa Alta,09009,32141,FS,42854,51840,53568,51840,53568,53568,51840,53568,51840,53568,550195,0.01745 
SANTA CATARINA #3,384,499488,2133877,431,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
SANTA CATARINA #5,385,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
SANTA CATARINA #6,386,495695,2134617,434,09,011,Tl?íhuac,09011,91066,85190,91066,88128,91066,88128,91066,91066,88128,91066,88128,91066,1075164,0.03409 
SANTA CATARINA #7,387,494188,2134405,435,09,011,Tl?íhuac,09011,32141,30067,34819,33696,34819,33696,34819,16070,RH,72317,85536,88387,496367,0.01574 
TECOMITL #8,388,500542,2124228,483,09,009,Milpa Alta,09009,DT,DT,DT,DT,DT,DT,DT,DT,20736,91066,88128,91066,290996,0.00923 
TECOMITL #10,389,501476,2124659,464,09,009,Milpa Alta,09009,101779,90202,93744,72576,74995,49248,101779,101779,95904,101779,98496,101779,1084060,0.03438 
TECOMITL #11,390,501597,2124497,465,09,009,Milpa Alta,09009,99101,27562,29462,82944,85709,82944,85709,85709,82944,85709,82944,85709,916446,0.02906 
TECOMITL #12,391,502121,2124423,466,09,009,Milpa Alta,09009,136598,95213,99101,129600,131242,127008,131242,133920,124416,133920,129600,133920,1505780,0.04775 
TECOMITL #13,392,501779,2124406,467,09,009,Milpa Alta,09009,115171,100224,104458,106272,107136,77760,109814,109814,103680,109814,106272,109814,1260229,0.03996 
TECOMITL #14,393,502113,2124639,468,09,009,Milpa Alta,09009,133920,90202,93744,121824,123206,119232,109814,125885,119232,125885,121824,125885,1410653,0.04473 
TECOMITL #15,394,502326,2124457,469,09,009,Milpa Alta,09009,123206,127786,136598,114048,115171,111456,115171,117850,111456,74995,124416,128563,1400716,0.04442 
TECOMITL #17,395,502892,2124315,471,09,009,Milpa Alta,09009,131242,97718,101779,129600,131242,127008,131242,133920,124416,133920,129600,133920,1505607,0.04774 
TECOMITL #21,396,503900,2123602,476,15,025,Chalco,15025,131242,120269,123206,129600,131242,127008,131242,133920,124416,133920,129600,133920,1549585,0.04914 
TULYEHUALCO #2,397,499862,2127969,505,09,011,Tl?íhuac,09011,91066,85190,91066,82944,85709,80352,85709,85709,82944,85709,82944,85709,1025051,0.03250 
TULYEHUALCO #4,398,499774,2128224,506,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #5,399,499404,2128348,507,09,011,Tl?íhuac,09011,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #6,400,499184,2128488,508,09,011,Tl?íhuac,09011,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,DC,0,0.00000 
TULYEHUALCO #7,401,498855,2128500,509,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #8,402,498541,2128735,510,09,013,Xochimilco,09013,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,0,0.00000 
TULYEHUALCO #9,403,498153,2128420,511,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
TULYEHUALCO #10,404,498224,2129148,504,09,013,Xochimilco,09013,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
AUXILIAR XOTEPINGO #1-B,405,485577,2137590,51,09,003,Coyoac?ín,09003,131242,120269,136598,127008,131242,132192,131242,125885,121824,123206,111456,112493,1504657,0.04771 
AUXILIAR XOTEPINGO #1-C,406,485987,2137418,52,09,003,Coyoac?ín,09003,109814,102730,109814,103680,107136,106272,109814,107136,106272,109814,103680,109814,1285976,0.04078 
AUXILIAR XOTEPINGO #2-A,407,485605,2137177,53,09,003,Coyoac?ín,09003,88387,82685,93744,85536,91066,85536,91066,91066,88128,88387,85536,91066,1062203,0.03368 
AUXILIAR XOTEPINGO #2-B,408,485917,2137244,54,09,003,Coyoac?ín,09003,69638,65146,72317,67392,72317,67392,69638,53568,51840,53568,51840,56246,750902,0.02381 
AUXILIAR XOTEPINGO #2-C,409,486157,2137340,55,09,003,Coyoac?ín,09003,42854,47606,45533,44064,42854,46656,42854,42854,41472,42854,41472,42854,523927,0.01661 
AUXILIAR XOTEPINGO #3-A,410,483454,2134623,56,09,003,Coyoac?ín,09003,53568,52618,56246,57024,56246,54432,56246,56246,54432,56246,54432,56246,663982,0.02105 
AUXILIAR XOTEPINGO #3-B,411,486020,2137158,57,09,003,Coyoac?ín,09003,139277,132797,141955,137376,139277,134784,139277,139277,134784,139277,137376,141955,1657412,0.05256 
AUXILIAR XOTEPINGO #3-C,422,486332,2137150,58,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
AUXILIAR XOTEPINGO #4-A,412,485612,2137181,59,09,003,Coyoac?ín,09003,133920,125280,133920,129600,133920,129600,133920,115171,111456,115171,111456,115171,1488585,0.04720 
AUXILIAR XOTEPINGO #4-B,413,486172,2136994,60,09,003,Coyoac?ín,09003,125885,115258,123206,121824,125885,121824,123206,117850,114048,117850,57024,FE,1263860,0.04008 
AUXILIAR XOTEPINGO #5-C,414,486633,2136909,64,09,003,Coyoac?ín,09003,91066,82685,91066,88128,91066,88128,91066,96422,95904,96422,93312,96422,1101687,0.03493 
AUXILIAR XOTEPINGO #7-A,415,486470,2136519,68,09,003,Coyoac?ín,09003,64282,75168,80352,77760,80352,77760,80352,80352,77760,80352,77760,80352,932602,0.02957 
AUXILIAR XOTEPINGO #7-B,416,486598,2136644,69,09,003,Coyoac?ín,09003,120528,115258,123206,119232,123206,119232,123206,125885,119232,123206,119232,125885,1457308,0.04621 
AUXILIAR XOTEPINGO #8-B,417,486733,2136560,72,09,003,Coyoac?ín,09003,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
AUXILIAR XOTEPINGO #9-B,418,486837,2136442,75,09,003,Coyoac?ín,09003,120528,112752,120528,114048,117850,116640,69638,69638,69984,69638,67392,69638,1118274,0.03546 
AUXILIAR XOTEPINGO #10-C,419,487154,2136372,47,09,003,Coyoac?ín,09003,93744,87696,93744,90720,93744,90720,93744,93744,90720,93744,90720,93744,1106784,0.03510 
AUXILIAR XOTEPINGO #11-A,420,487154,2136372,48,09,003,Coyoac?ín,09003,101779,95213,74995,49248,RE,RE,RE,RE,RE,RE,RE,RE,321235,0.01019 
AUXILIAR XOTEPINGO #11-B,421,487554,2136262,49,09,003,Coyoac?ín,09003,RE,RE,RE,54432,56246,54432,72317,72317,69984,72317,69984,72317,594346,0.01885 
GRANJAS AGRICOLA COAPA,423,487793,2133865,167,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
PENA POBRE #2,424,480997,2133774,281,09,012,Tlalpan,09012,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
PERIFERICO #18,425,489804,2135343,302,09,013,Xochimilco,09013,139277,130291,104458,FE,FE,FS,FS,FS,FS,FS,33696,139277,546999,0.01735 
ABRIL #24,426,487773,2146810,3,09,017,Venustiano Carranza,09017,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
BALBUENA #1,427,488461,2146452,82,09,017,Venustiano Carranza,09017,117850,110246,117850,28512,RE,RE,RE,RE,RE,RE,RE,RE,374458,0.01187 
BALBUENA #2,428,489467,2146172,83,09,017,Venustiano Carranza,09017,77674,70157,74995,FS,FS,FS,FS,48211,44064,69638,75168,66960,526867,0.01671 
CARLOS GRACIDAS,429,495092,2140748,97,09,007,Iztapalapa,09007,66960,62640,66960,64800,66960,64800,66960,66960,57024,58925,57024,58925,758938,0.02407 
CD. DEPORTIVA #1,430,488334,2145956,101,09,017,Venustiano Carranza,09017,66960,62640,66960,64800,66960,51840,53568,53568,51840,53568,51840,53568,698112,0.02214 
CD. DEPORTIVA #2,431,490524,2145198,102,09,006,Iztacalco,09006,109814,102730,109814,106272,64282,44064,32141,24106,31104,34819,38880,40176,738202,0.02341 
CERRO DE LA ESTRELLA #1,432,488786,2137752,108,09,007,Iztapalapa,09007,88387,80179,80352,77760,74995,77760,74995,83030,82944,85709,80352,80352,966815,0.03066 
CERRO DE LA ESTRELLA #2,433,491381,2137359,109,09,007,Iztapalapa,09007,101779,95213,101779,98496,101779,98496,101779,152669,147744,152669,67392,69638,1289433,0.04089 
COYUYA,434,487986,2144947,130,09,006,Iztacalco,09006,128563,120269,128563,108864,61603,54432,64282,64282,51840,64282,59616,24106,930702,0.02951 
FRACC. DEL PARQUE ,435,487480,2146796,157,09,017,Venustiano Carranza,09017,77674,57629,56246,28512,50890,69984,40176,50890,54432,64282,75168,40176,666059,0.02112 
FRACCIONAMIENTO BANJIDAL,436,485761,2140779,158,09,007,Iztapalapa,09007,93744,87696,93744,90720,88387,75168,77674,74995,77760,77674,62208,80352,980122,0.03108 
GRANJAS ESTRELLA #1,437,490215,2136947,168,09,007,Iztapalapa,09007,74995,70157,74995,72576,74995,72576,74995,64282,62208,64282,62208,64282,832551,0.02640 
GRANJAS ESTRELLA #2,438,490395,2136697,169,09,007,Iztapalapa,09007,24106,40090,45533,31104,21427,28512,29462,32141,28512,32141,44064,32141,389233,0.01234 
GRANJAS ESTRELLA #3,439,490025,2136317,170,09,007,Iztapalapa,09007,FS,FS,85709,142560,147312,142560,85709,21427,33696,FS,FS,FS,658973,0.02090 
GRANJAS SAN ANTONIO,440,488920,2141217,171,09,007,Iztapalapa,09007,83030,70157,85709,72576,69638,44064,83030,40176,57024,40176,FS,FS,645580,0.02047 
IZTACALCO,441,487547,2143777,183,09,006,Iztacalco,09006,123206,115258,123206,119232,120528,106272,112493,112493,108864,112493,108864,109814,1372723,0.04353 
IZTAPALAPA #1 ,442,490429,2140629,184,09,007,Iztapalapa,09007,RH,RH,RH,RH,RH,RH,RH,21427,85536,88387,85536,66960,347846,0.01103 
IZTAPALAPA #2 ,443,489524,2140324,186,09,007,Iztapalapa,09007,96422,90202,96422,93312,91066,88128,91066,91066,88128,91066,69984,72317,1059179,0.03359 
IZTAPALAPA #4 ,444,493536,2140947,187,09,007,Iztapalapa,09007,61603,57629,66960,62208,64282,54432,56246,58925,41472,61603,64800,37498,687658,0.02181 
IZTAPALAPA #8 ,445,495991,2139156,189,09,007,Iztapalapa,09007,69638,65146,69638,67392,69638,67392,69638,66960,64800,66960,62208,64282,803692,0.02548 
SANTA ANITA ,446,487121,2145200,424,09,006,Iztacalco,09006,80352,70157,72317,64800,77674,69984,69638,72317,69984,72317,67392,72317,859249,0.02725 
PANTEON CIVIL #1,447,492110,2138566,266,09,007,Iztapalapa,09007,93744,65146,96422,18144,FE,FE,FE,26784,103680,107136,103680,107136,721872,0.02289 
PANTEON CIVIL #2,448,492185,2138296,267,09,007,Iztapalapa,09007,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,RE,0,0.00000 
PANTEON CIVIL #3,449,491725,2138701,268,09,007,Iztapalapa,09007,80352,75168,80352,77760,99101,108864,112493,64282,20736,FS,FS,85709,804817,0.02552 
PENON #1,450,496929,2143163,282,09,007,Iztapalapa,09007,32141,57629,21427,FS,53568,59616,66960,64282,67392,58925,64800,53568,600308,0.01904 
PENON #2,451,496431,2141160,283,09,007,Iztapalapa,09007,80352,75168,80352,77760,80352,77760,80352,69638,67392,74995,69984,72317,906422,0.02874 
PENON #2 NUEVO,452,496431,2141160,284,09,007,Iztapalapa,09007,74995,70157,74995,72576,74995,72576, , , , , , ,440294,0.01396 
PENON #3,453,497573,2142887,285,09,007,Iztapalapa,09007,40176,FS,FS,FS,21427,FS,10714,FS,18144,8035,FS,FS,98496,0.00312 
PENON #4,454,495210,2141993,286,09,007,Iztapalapa,09007,107136,100224,107136,103680,107136,103680,107136,88387,18144,FS,FS,FS,842659,0.02672 
PENON #4 NUEVO,455,495210,2141993,287,09,007,Iztapalapa,09007,37498,35078,26784,38880,56246,103680, , , , , , ,298166,0.00945 
PENON #5,456,485811,2136521,288,09,003,Coyoac?ín,09003,112493,112752,115171,116640,107136,103680,109814,10714,57024,139277,137376,139277,1261354,0.04000 
PENON #6,457,497336,2141954,289,09,007,Iztapalapa,09007,160704,122774,176774,163296,128563,64800,112493,5357,41472,152669,150336,149990,1429228,0.04532 
PENON #7,458,496897,2141745,290,09,007,Iztapalapa,09007,FS,FS,FS,FS,FS,FS,FS,FS,5184,163382,158112,160704,487382,0.01545 
PENON #8,459,496437,2142004,291,09,007,Iztapalapa,09007,96422,90202,96422,93312,96422,93312,96422,96422,69984,37498,FE,FE,866418,0.02747 
PENON #9,460,496509,2142463,292,09,007,Iztapalapa,09007,77674,42595,FS,57024,77674,75168,77674,77674,64800,66960,64800,66960,749003,0.02375 
PURISIMA IZTAPALAPA #2,461,492326,2140858,328,09,007,Iztapalapa,09007,56246,50112,10714,FS,40176,67392,64282,56246,38880,53568,49248,40176,527040,0.01671 
