DATASET,X,Y,FLOW_M3-S,START_YR,END_YR,ID,S_PER,E_PER,S_DAY,E_DAY,FLOW_M3D,CVE_ENT,CVE_MUN,NOM_MUN,CODE,UrbanClay,Urban
REPDA-DF,488622.1646,2145040.67,-0.00158549,2005,2014,68,253,361,7665,10950,-136.9863014,9,6,Iztacalco,9006,1,1959
REPDA-DF,487653.8597,2145062.818,-0.004122273,2005,2014,69,253,361,7665,10950,-356.1643836,9,6,Iztacalco,9006,1,1929
REPDA-DF,486876.8629,2151496.299,-8.88E-05,2005,2014,70,253,361,7665,10950,-7.671232877,9,15,Cuauht??moc,9015,1,1941
REPDA-DF,485415.2595,2146764.147,-0.000128742,2005,2014,71,253,361,7665,10950,-11.12328767,9,15,Cuauht??moc,9015,1,1824
REPDA-DF,485357.9006,2147962.877,-0.000455099,2005,2014,72,253,361,7665,10950,-39.32054795,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,485387.0374,2147932.118,-9.08E-05,2005,2014,73,253,361,7665,10950,-7.846575343,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,483961.1945,2151406.442,-0.000273656,2005,2014,74,253,361,7665,10950,-23.64383562,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483961.249,2151467.913,-0.00032956,2005,2014,75,253,361,7665,10950,-28.4739726,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,482879.108,2147903.578,-0.000319159,2005,2014,76,253,361,7665,10950,-27.57534247,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,482908.2407,2147872.815,-0.000393931,2005,2014,77,253,361,7665,10950,-34.03561644,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,483757.4611,2151806.187,-0.000469305,2005,2014,78,253,361,7665,10950,-40.54794521,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483433.7422,2148517.773,-0.000466166,2005,2014,79,253,361,7665,10950,-40.27671233,9,15,Cuauht??moc,9015,1,1941
REPDA-DF,483202.9665,2151222.717,-0.000142536,2005,2014,80,253,361,7665,10950,-12.31506849,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483344.142,2146212.693,-0.002066432,2005,2014,81,253,361,7665,10950,-178.539726,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,484803.3927,2147440.83,-0.000946981,2005,2014,82,253,361,7665,10950,-81.81917808,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,491918.1818,2145561.406,-0.000288623,2005,2014,83,253,361,7665,10950,-24.9369863,9,6,Iztacalco,9006,1,1970
REPDA-DF,482474.2367,2151407.822,-0.000223015,2005,2014,84,253,361,7665,10950,-19.26849315,9,2,Azcapotzalco,9002,1,1980
REPDA-DF,484717.5646,2149407.975,-0.000215627,2005,2014,85,253,361,7665,10950,-18.63013699,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,483931.2743,2150545.872,-3.57E-05,2005,2014,86,253,361,7665,10950,-3.084931507,9,15,Cuauht??moc,9015,1,1970
REPDA-DF,483898.0203,2145935.573,-7.61E-05,2005,2014,87,253,361,7665,10950,-6.575342466,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,483232.4647,2151591.517,-3.53E-05,2005,2014,88,253,361,7665,10950,-3.046575343,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,487674.6295,2141282.359,-0.000129027,2005,2014,89,253,361,7665,10950,-11.14794521,9,7,Iztapalapa,9007,1,1959
REPDA-DF,487627.2496,2140246.614,-0.000713058,2005,2014,90,253,361,7665,10950,-61.60821918,9,7,Iztapalapa,9007,1,1959
REPDA-DF,489035.196,2152816.493,-0.003423706,2005,2014,91,253,361,7665,10950,-295.8082192,9,5,Gustavo A. Madero,9005,1,1970
REPDA-DF,491040.663,2140367.555,-0.00158549,2005,2014,92,253,361,7665,10950,-136.9863014,9,7,Iztapalapa,9007,1,1970
REPDA-DF,484930.7599,2160288.238,-0.000666667,2005,2014,93,253,361,7665,10950,-57.6,9,5,Gustavo A. Madero,9005,0,1993
REPDA-DF,484959.9272,2160318.949,-0.004723998,2005,2014,94,253,361,7665,10950,-408.1534247,9,5,Gustavo A. Madero,9005,0,1993
REPDA-DF,484580.6129,2159766.024,-0.000951294,2005,2014,95,253,361,7665,10950,-82.19178082,9,5,Gustavo A. Madero,9005,0,1993
REPDA-DF,488860.5956,2153339.105,-0.00039317,2005,2014,96,253,361,7665,10950,-33.96986301,9,5,Gustavo A. Madero,9005,1,1980
REPDA-DF,489181.3873,2153523.324,-0.001260591,2005,2014,97,253,361,7665,10950,-108.9150685,9,5,Gustavo A. Madero,9005,1,1980
REPDA-DF,487168.7919,2152018.595,-0.000206843,2005,2014,98,253,361,7665,10950,-17.87123288,9,5,Gustavo A. Madero,9005,1,1980
REPDA-DF,488819.8964,2134559.844,-0.002825818,2005,2014,99,253,361,7665,10950,-244.1506849,9,3,Coyoac?ín,9003,1,1941
REPDA-DF,488965.7746,2134498.285,-0.001113299,2005,2014,100,253,361,7665,10950,-96.1890411,9,3,Coyoac?ín,9003,1,1929
REPDA-DF,488131.2094,2152478.972,-5.80E-06,2005,2014,101,253,361,7665,10950,-0.501369863,9,5,Gustavo A. Madero,9005,1,1980
REPDA-DF,489181.1116,2153062.29,-7.40E-05,2005,2014,102,253,361,7665,10950,-6.394520548,9,5,Gustavo A. Madero,9005,1,1970
REPDA-DF,483848.6094,2155924.688,-7.93E-06,2005,2014,103,253,361,7665,10950,-0.684931507,9,5,Gustavo A. Madero,9005,1,1980
REPDA-DF,483964.8767,2155555.756,-2.16E-06,2005,2014,104,253,361,7665,10950,-0.18630137,9,5,Gustavo A. Madero,9005,1,1980
REPDA-DF,491913.9415,2136002.759,-0.004756469,2005,2014,105,253,361,7665,10950,-410.9589041,9,7,Iztapalapa,9007,1,1959
REPDA-DF,491826.413,2136033.533,-0.007927448,2005,2014,106,253,361,7665,10950,-684.9315068,9,7,Iztapalapa,9007,1,1959
REPDA-DF,490980.5067,2136710.103,-0.003583206,2005,2014,107,253,361,7665,10950,-309.5890411,9,7,Iztapalapa,9007,1,1970
REPDA-DF,490659.5466,2136740.999,-0.003287671,2005,2014,108,253,361,7665,10950,-284.0547945,9,7,Iztapalapa,9007,1,1970
REPDA-DF,492060.5535,2137631.654,-0.001262018,2005,2014,109,253,361,7665,10950,-109.0383562,9,7,Iztapalapa,9007,1,1941
REPDA-DF,485907.0327,2141600.216,-0.002892187,2005,2014,110,253,361,7665,10950,-249.8849315,9,7,Iztapalapa,9007,1,1941
REPDA-DF,478794.9685,2139132.926,-5.39E-05,2005,2014,111,253,361,7665,10950,-4.657534247,9,10,?ülvaro Obreg??n,9010,1,1959
REPDA-DF,479283.4481,2140223.467,-3.18E-05,2005,2014,112,253,361,7665,10950,-2.74520548,9,10,?ülvaro Obreg??n,9010,1,1929
REPDA-DF,469096.228,2137041.437,-2.38E-06,2005,2014,113,253,361,7665,10950,-0.205479452,9,4,Cuajimalpa de Morelos,9004,0,Rural
REPDA-DF,478086.6058,2139640.898,-3.40E-05,2005,2014,114,253,361,7665,10950,-2.934246575,9,10,?ülvaro Obreg??n,9010,1,1959
REPDA-DF,492928.1578,2117530.741,-0.002473364,2005,2014,115,253,361,7665,10950,-213.6986301,9,9,Milpa Alta,9009,0,Rural
REPDA-DF,479259.2932,2144618.659,-0.000570776,2005,2014,116,253,361,7665,10950,-49.31506849,9,10,?ülvaro Obreg??n,9010,1,1959
REPDA-DF,480946.5969,2140436.796,-0.004618056,2005,2014,117,253,361,7665,10950,-399,9,10,?ülvaro Obreg??n,9010,1,1941
REPDA-DF,477645.5825,2136875.257,-0.000456621,2005,2014,118,253,361,7665,10950,-39.45205479,9,10,?ülvaro Obreg??n,9010,1,1980
REPDA-DF,478815.6242,2139332.681,-1.30E-05,2005,2014,119,253,361,7665,10950,-1.126027397,9,10,?ülvaro Obreg??n,9010,1,1959
REPDA-DF,476799.455,2136937.785,-9.20E-06,2005,2014,120,253,361,7665,10950,-0.794520548,9,8,La Magdalena Contreras,9008,1,1980
REPDA-DF,474591.1848,2143641.058,-0.000429033,2005,2014,121,253,361,7665,10950,-37.06849315,9,10,?ülvaro Obreg??n,9010,0,1993
REPDA-DF,479150.5517,2151503.555,-0.007214105,2005,2014,122,253,361,7665,10950,-623.2986301,9,16,Miguel Hidalgo,9016,1,1980
REPDA-DF,479063.1195,2151534.392,-0.007214105,2005,2014,123,253,361,7665,10950,-623.2986301,9,16,Miguel Hidalgo,9016,1,1980
REPDA-DF,480227.675,2149996.298,-0.058493151,2005,2014,124,253,361,7665,10950,-5053.808219,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480052.42,2149719.87,-0.014794521,2005,2014,125,253,361,7665,10950,-1278.246575,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480227.272,2149627.471,-0.017260274,2005,2014,126,253,361,7665,10950,-1491.287671,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480285.7573,2149781.086,-0.069589041,2005,2014,127,253,361,7665,10950,-6012.493151,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480169.1562,2149811.949,-0.08109589,2005,2014,128,253,361,7665,10950,-7006.684932,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480227.5742,2149904.091,-0.001715056,2005,2014,129,253,361,7665,10950,-148.1808219,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480315.1166,2149965.467,-0.013712329,2005,2014,130,253,361,7665,10950,-1184.745205,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,478389.8905,2149322.215,-0.00039726,2005,2014,131,253,361,7665,10950,-34.32328767,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,478099.97,2150705.669,-0.008708333,2005,2014,132,253,361,7665,10950,-752.4,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,478100.0072,2150736.405,-0.009166667,2005,2014,133,253,361,7665,10950,-792,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,478070.8128,2150705.704,-0.010464231,2005,2014,134,253,361,7665,10950,-904.109589,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,477721.9861,2151566.73,-0.002465753,2005,2014,135,253,361,7665,10950,-213.0410959,9,16,Miguel Hidalgo,9016,1,1980
REPDA-DF,478477.6613,2149567.996,-0.002018804,2005,2014,136,253,361,7665,10950,-174.4246575,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,478507.1124,2149813.846,-0.005073567,2005,2014,137,253,361,7665,10950,-438.3561644,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,480460.7759,2149842.367,-0.000712107,2005,2014,138,253,361,7665,10950,-61.5260274,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,483318.7844,2118428.241,-0.002234906,2005,2014,139,253,361,7665,10950,-193.0958904,9,12,Tlalpan,9012,0,Rural
REPDA-DF,481276.7396,2149380.47,-0.000317098,2005,2014,140,253,361,7665,10950,-27.39726027,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480839.6099,2149626.813,-7.77E-05,2005,2014,141,253,361,7665,10950,-6.715068493,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480723.2033,2149842.086,-0.00054043,2005,2014,142,253,361,7665,10950,-46.69315068,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,477663.6744,2151566.802,-0.004131501,2005,2014,143,253,361,7665,10950,-356.9616438,9,16,Miguel Hidalgo,9016,1,1980
REPDA-DF,481043.4006,2149319.242,-0.000735413,2005,2014,144,253,361,7665,10950,-63.53972603,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,477750.1965,2150798.303,-0.000140918,2005,2014,145,253,361,7665,10950,-12.17534247,9,16,Miguel Hidalgo,9016,0,Rural
REPDA-DF,481743.2579,2149349.258,-0.000684932,2005,2014,146,253,361,7665,10950,-59.17808219,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,477809.68,2151751.037,-0.000847603,2005,2014,147,253,361,7665,10950,-73.23287671,9,16,Miguel Hidalgo,9016,1,1980
REPDA-DF,485141.075,2132411.014,-0.001069064,2005,2014,148,253,361,7665,10950,-92.36712329,9,12,Tlalpan,9012,1,1980
REPDA-DF,485170.2865,2132441.725,-0.000810122,2005,2014,149,253,361,7665,10950,-69.99452055,9,12,Tlalpan,9012,1,1980
REPDA-DF,486686.5523,2130473.52,-0.010153697,2005,2014,150,253,361,7665,10950,-877.2794521,9,13,Xochimilco,9013,1,1970
REPDA-DF,483222.5728,2140895.583,-0.003488077,2005,2014,151,253,361,7665,10950,-301.369863,9,14,Benito Ju?írez,9014,1,1959
REPDA-DF,484558.3834,2133640.899,-0.019025875,2005,2014,152,253,361,7665,10950,-1643.835616,9,12,Tlalpan,9012,1,1959
REPDA-DF,480710.6657,2138039.692,-0.000267377,2005,2014,153,253,361,7665,10950,-23.10136986,9,3,Coyoac?ín,9003,1,1941
REPDA-DF,488177.4904,2133976.282,-0.000316242,2005,2014,154,253,361,7665,10950,-27.32328767,9,12,Tlalpan,9012,0,1993
REPDA-DF,485127.3849,2151343.975,-0.000317098,2005,2014,155,253,361,7665,10950,-27.39726027,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,485098.1782,2151282.527,-0.000317098,2005,2014,156,253,361,7665,10950,-27.39726027,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483173.9531,2151376.422,-0.012683917,2005,2014,157,253,361,7665,10950,-1095.890411,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483203.0806,2151345.659,-0.013231069,2005,2014,158,253,361,7665,10950,-1143.164384,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,485328.3659,2147501.868,-0.000476027,2005,2014,159,253,361,7665,10950,-41.12876712,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,483986.6412,2147211.017,-0.003030251,2005,2014,160,253,361,7665,10950,-261.8136986,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,483415.864,2151283.991,-0.001369863,2005,2014,161,253,361,7665,10950,-118.3561644,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483445.0597,2151326.994,-0.00385274,2005,2014,162,253,361,7665,10950,-332.8767123,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483389.7448,2151416.178,-0.002568493,2005,2014,163,253,361,7665,10950,-221.9178082,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483217.3992,2151065.951,-0.027983891,2005,2014,164,253,361,7665,10950,-2417.808219,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,483494.642,2151345.391,-0.025361492,2005,2014,165,253,361,7665,10950,-2191.232877,9,15,Cuauht??moc,9015,1,1980
REPDA-DF,485273.2406,2151436.062,-1.64E-05,2005,2014,166,253,361,7665,10950,-1.416438356,9,15,Cuauht??moc,9015,1,1941
REPDA-DF,485302.4215,2151466.774,-0.000222064,2005,2014,167,253,361,7665,10950,-19.18630137,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,486553.0233,2147285.771,-0.009315068,2005,2014,168,253,361,7665,10950,-804.8219178,9,15,Cuauht??moc,9015,1,1929
REPDA-DF,511859.7875,2156966.416,-1.81E-05,2005,2014,169,253,361,7665,10950,-1.564383562,15,99,Texcoco,15099,0,1993
REPDA-DF,485969.5562,2147009.593,-0.000475647,2005,2014,170,253,361,7665,10950,-41.09589041,9,15,Cuauht??moc,9015,1,1824
REPDA-DF,490899.0572,2148881.313,-0.000171962,2005,2014,171,253,361,7665,10950,-14.85753425,9,17,Venustiano Carranza,9017,1,1970
REPDA-DF,487313.6622,2150727.599,-0.003170979,2005,2014,172,253,361,7665,10950,-273.9726027,9,17,Venustiano Carranza,9017,1,1980
REPDA-DF,487313.6622,2150727.599,-0.002454338,2005,2014,173,253,361,7665,10950,-212.0547945,9,17,Venustiano Carranza,9017,1,1980
REPDA-DF,487372.105,2150911.971,-0.000513699,2005,2014,174,253,361,7665,10950,-44.38356164,9,17,Venustiano Carranza,9017,1,1980
REPDA-DF,488594.814,2147929.816,-0.01,2005,2014,175,253,361,7665,10950,-864,9,17,Venustiano Carranza,9017,1,1959
REPDA-DF,489207.7928,2148912.976,-0.003424658,2005,2014,176,253,361,7665,10950,-295.890411,9,17,Venustiano Carranza,9017,1,1959
REPDA-DF,489178.6144,2148882.258,-0.001369863,2005,2014,177,253,361,7665,10950,-118.3561644,9,17,Venustiano Carranza,9017,1,1959
REPDA-DF,488886.995,2148851.699,-0.002054795,2005,2014,178,253,361,7665,10950,-177.5342466,9,17,Venustiano Carranza,9017,1,1959
REPDA-DF,486786.0782,2146947.509,-0.001027397,2005,2014,179,253,361,7665,10950,-88.76712329,9,17,Venustiano Carranza,9017,1,1929
REPDA-DF,486786.0782,2146947.509,-0.001027397,2005,2014,180,253,361,7665,10950,-88.76712329,9,17,Venustiano Carranza,9017,1,1929
REPDA-DF,481160.3262,2149595.74,-0.011098427,2005,2014,181,253,361,7665,10950,-958.9041096,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,481160.2303,2149503.534,-0.011098427,2005,2014,182,253,361,7665,10950,-958.9041096,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,481053.9775,2148280.368,-0.000221271,2005,2014,183,253,361,7665,10950,-19.11780822,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,481912.6218,2149588.826,-0.002452055,2005,2014,184,253,361,7665,10950,-211.8575342,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,481842.5971,2149545.866,-0.002724505,2005,2014,185,253,361,7665,10950,-235.3972603,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,479263.0905,2147938.092,-0.006341958,2005,2014,186,253,361,7665,10950,-547.9452055,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,478070.7382,2150644.233,-0.007824677,2005,2014,187,253,361,7665,10950,-676.0520548,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,479398.8779,2149382.51,-0.000724252,2005,2014,188,253,361,7665,10950,-62.57534247,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,478489.1214,2151848.57,-0.000806856,2005,2014,189,253,361,7665,10950,-69.71232877,9,16,Miguel Hidalgo,9016,0,Rural
REPDA-DF,478556.9991,2150081.187,-0.001934297,2005,2014,190,253,361,7665,10950,-167.1232877,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,478489.9534,2150096.635,-0.012916667,2005,2014,191,253,361,7665,10950,-1116,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,477486.3292,2149630.673,-0.003757927,2005,2014,192,253,361,7665,10950,-324.6849315,9,16,Miguel Hidalgo,9016,1,1980
REPDA-DF,477611.6507,2151935.695,-0.00133346,2005,2014,193,253,361,7665,10950,-115.2109589,15,57,Naucalpan de Ju?írez,15057,1,1980
REPDA-DF,478827.6421,2149629.054,-0.006938102,2005,2014,194,253,361,7665,10950,-599.4520548,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,478856.801,2149629.02,-0.0072552,2005,2014,195,253,361,7665,10950,-626.8493151,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,478798.5191,2149659.824,-0.005225774,2005,2014,196,253,361,7665,10950,-451.5068493,9,16,Miguel Hidalgo,9016,1,1941
REPDA-DF,480752.558,2150026.468,-0.000634196,2005,2014,197,253,361,7665,10950,-54.79452055,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,478976.1165,2151934.057,-0.002221715,2005,2014,198,253,361,7665,10950,-191.9561644,9,16,Miguel Hidalgo,9016,1,1959
REPDA-DF,478160.2152,2152303.853,-0.002359209,2005,2014,199,253,361,7665,10950,-203.8356164,9,16,Miguel Hidalgo,9016,0,Rural
REPDA-DF,479267.9156,2152148.87,-0.003096778,2005,2014,200,253,361,7665,10950,-267.5616438,9,16,Miguel Hidalgo,9016,1,1959
REPDA-DF,478915.0474,2149567.481,-9.51E-05,2005,2014,201,253,361,7665,10950,-8.219178082,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,480489.6363,2149565.715,-0.005693715,2005,2014,202,253,361,7665,10950,-491.9369863,9,16,Miguel Hidalgo,9016,1,1970
REPDA-DF,488013.412,2150696.386,-0.002037671,2005,2014,203,253,361,7665,10950,-176.0547945,9,17,Venustiano Carranza,9017,1,1959
REPDA-DF,489995.2484,2149158.408,-0.002968037,2005,2014,204,253,361,7665,10950,-256.4383562,9,17,Venustiano Carranza,9017,1,1970
CNA,492534,2147038,-0.052,2005,2014,3560,253,361,7665,10950,-4492.8,9,6,Iztacalco,9006,1,1980
CNA,480940,2157825,-0.028,2005,2014,3561,253,361,7665,10950,-2419.2,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,491152,2157612,-0.003,2005,2014,3562,253,361,7665,10950,-259.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,490915,2157837,-0.03,2005,2014,3563,253,361,7665,10950,-2592,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495239,2159996,-0.045,2005,2014,3564,253,361,7665,10950,-3888,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494584,2164512,-0.039,2005,2014,3565,253,361,7665,10950,-3369.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495641,2161557,-0.05,2005,2014,3566,253,361,7665,10950,-4320,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496079,2163701,-0.039,2005,2014,3567,253,361,7665,10950,-3369.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496508,2163393,-0.044,2005,2014,3568,253,361,7665,10950,-3801.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495558,2160322,-0.045,2005,2014,3569,253,361,7665,10950,-3888,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495486,2161625,-0.03,2005,2014,3570,253,361,7665,10950,-2592,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495223,2161948,-0.042,2005,2014,3571,253,361,7665,10950,-3628.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495312,2160319,-0.017,2005,2014,3572,253,361,7665,10950,-1468.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494590,2159490,-0.047,2005,2014,3573,253,361,7665,10950,-4060.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496588,2162062,-0.015,2005,2014,3574,253,361,7665,10950,-1296,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496546,2162328,-0.057,2005,2014,3575,253,361,7665,10950,-4924.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496003,2161966,-0.061,2005,2014,3576,253,361,7665,10950,-5270.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496249,2161280,-0.017,2005,2014,3577,253,361,7665,10950,-1468.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496582,2161609,-0.036,2005,2014,3578,253,361,7665,10950,-3110.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495911,2162540,-0.053,2005,2014,3579,253,361,7665,10950,-4579.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,496951,2162032,-0.034,2005,2014,3580,253,361,7665,10950,-2937.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,479612,2160979,-0.04,2005,2014,3581,253,361,7665,10950,-3456,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478730,2161357,-0.018,2005,2014,3582,253,361,7665,10950,-1555.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,478081,2160450,-0.053,2005,2014,3583,253,361,7665,10950,-4579.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,492201,2162102,-0.006,2005,2014,3584,253,361,7665,10950,-518.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,497336,2162483,-0.045,2005,2014,3585,253,361,7665,10950,-3888,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494722,2159109,-0.055,2005,2014,3586,253,361,7665,10950,-4752,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494965,2159649,-0.048,2005,2014,3587,253,361,7665,10950,-4147.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,497191,2162915,-0.049,2005,2014,3588,253,361,7665,10950,-4233.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491009,2157768,-0.009,2005,2014,3589,253,361,7665,10950,-777.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491221,2157711,-0.001,2005,2014,3590,253,361,7665,10950,-86.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491137,2157898,-0.005,2005,2014,3591,253,361,7665,10950,-432,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491193,2158080,-0.004,2005,2014,3592,253,361,7665,10950,-345.6,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491888,2158041,-0.035,2005,2014,3593,253,361,7665,10950,-3024,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491347,2158108,-0.032,2005,2014,3594,253,361,7665,10950,-2764.8,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491401,2158056,-0.058,2005,2014,3595,253,361,7665,10950,-5011.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491937,2159006,-0.003,2005,2014,3596,253,361,7665,10950,-259.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,491865,2158868,-0.006,2005,2014,3597,253,361,7665,10950,-518.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,478831,2158960,-0.016,2005,2014,3598,253,361,7665,10950,-1382.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477868,2158669,-0.05,2005,2014,3599,253,361,7665,10950,-4320,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477164,2157432,-0.024,2005,2014,3600,253,361,7665,10950,-2073.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477640,2157234,-0.045,2005,2014,3601,253,361,7665,10950,-3888,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,477085,2159612,-0.029,2005,2014,3602,253,361,7665,10950,-2505.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,476659,2158425,-0.026,2005,2014,3603,253,361,7665,10950,-2246.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,475631,2158609,-0.053,2005,2014,3604,253,361,7665,10950,-4579.2,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,475212,2160128,-0.015,2005,2014,3605,253,361,7665,10950,-1296,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,477077,2161457,-0.052,2005,2014,3606,253,361,7665,10950,-4492.8,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477205,2160740,-0.016,2005,2014,3607,253,361,7665,10950,-1382.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,482159,2161144,-0.009,2005,2014,3608,253,361,7665,10950,-777.6,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,479417,2159868,-0.05,2005,2014,3609,253,361,7665,10950,-4320,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,483784,2160561,-0.011,2005,2014,3610,253,361,7665,10950,-950.4,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,482017,2160692,-0.03,2005,2014,3611,253,361,7665,10950,-2592,15,104,Tlalnepantla de Baz,15104,1,1980
CNA,477529,2157537,-0.022,2005,2014,3612,253,361,7665,10950,-1900.8,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,480805,2158899,-0.011,2005,2014,3613,253,361,7665,10950,-950.4,15,104,Tlalnepantla de Baz,15104,0,1993
CNA,494780,2164307,-0.016,2005,2014,3614,253,361,7665,10950,-1382.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,495762,2164475,-0.061,2005,2014,3615,253,361,7665,10950,-5270.4,15,33,Ecatepec de Morelos,15033,1,1980
CNA,494525,2163792,-0.023,2005,2014,3616,253,361,7665,10950,-1987.2,15,33,Ecatepec de Morelos,15033,1,1980
CNA,479491,2161691,-0.026,2005,2014,3617,253,361,7665,10950,-2246.4,15,104,Tlalnepantla de Baz,15104,1,1980
