DATASET,X,Y,FLOW_M3-S,START_YR,END_YR,ID,S_PER,E_PER,S_DAY,E_DAY,FLOW_M3D,CVE_ENT,CVE_MUN,NOM_MUN,CODE,UrbanClay
REPDA-DF,487653.9,2145063,-0.00412,2005,2014,69,253,361,7665,10950,-356.164,9,6,Iztacalco,9006,1
REPDA-DF,486876.9,2151496,-0.00009,2005,2014,70,253,361,7665,10950,-7.671,9,15,Cuauht??moc,9015,1
REPDA-DF,485415.3,2146764,-0.00013,2005,2014,71,253,361,7665,10950,-11.123,9,15,Cuauht??moc,9015,1
REPDA-DF,485357.9,2147963,-0.00046,2005,2014,72,253,361,7665,10950,-39.321,9,15,Cuauht??moc,9015,1
REPDA-DF,485387.0,2147932,-0.00009,2005,2014,73,253,361,7665,10950,-7.847,9,15,Cuauht??moc,9015,1
REPDA-DF,483961.2,2151406,-0.00027,2005,2014,74,253,361,7665,10950,-23.644,9,15,Cuauht??moc,9015,1
REPDA-DF,483961.2,2151468,-0.00033,2005,2014,75,253,361,7665,10950,-28.474,9,15,Cuauht??moc,9015,1
REPDA-DF,482879.1,2147904,-0.00032,2005,2014,76,253,361,7665,10950,-27.575,9,15,Cuauht??moc,9015,1
REPDA-DF,482908.2,2147873,-0.00039,2005,2014,77,253,361,7665,10950,-34.036,9,15,Cuauht??moc,9015,1
REPDA-DF,483757.5,2151806,-0.00047,2005,2014,78,253,361,7665,10950,-40.548,9,15,Cuauht??moc,9015,1
REPDA-DF,483433.7,2148518,-0.00047,2005,2014,79,253,361,7665,10950,-40.277,9,15,Cuauht??moc,9015,1
REPDA-DF,483203.0,2151223,-0.00014,2005,2014,80,253,361,7665,10950,-12.315,9,15,Cuauht??moc,9015,1
REPDA-DF,483344.1,2146213,-0.00207,2005,2014,81,253,361,7665,10950,-178.540,9,15,Cuauht??moc,9015,1
REPDA-DF,484803.4,2147441,-0.00095,2005,2014,82,253,361,7665,10950,-81.819,9,15,Cuauht??moc,9015,1
REPDA-DF,491918.2,2145561,-0.00029,2005,2014,83,253,361,7665,10950,-24.937,9,6,Iztacalco,9006,1
REPDA-DF,482474.2,2151408,-0.00022,2005,2014,84,253,361,7665,10950,-19.268,9,2,Azcapotzalco,9002,1
REPDA-DF,484717.6,2149408,-0.00022,2005,2014,85,253,361,7665,10950,-18.630,9,15,Cuauht??moc,9015,1
REPDA-DF,483931.3,2150546,-0.00004,2005,2014,86,253,361,7665,10950,-3.085,9,15,Cuauht??moc,9015,1
REPDA-DF,483898.0,2145936,-0.00008,2005,2014,87,253,361,7665,10950,-6.575,9,15,Cuauht??moc,9015,1
REPDA-DF,483232.5,2151592,-0.00004,2005,2014,88,253,361,7665,10950,-3.047,9,15,Cuauht??moc,9015,1
REPDA-DF,487674.6,2141282,-0.00013,2005,2014,89,253,361,7665,10950,-11.148,9,7,Iztapalapa,9007,1
REPDA-DF,487627.2,2140247,-0.00071,2005,2014,90,253,361,7665,10950,-61.608,9,7,Iztapalapa,9007,1
REPDA-DF,489035.2,2152816,-0.00342,2005,2014,91,253,361,7665,10950,-295.808,9,5,Gustavo A. Madero,9005,1
REPDA-DF,491040.7,2140368,-0.00159,2005,2014,92,253,361,7665,10950,-136.986,9,7,Iztapalapa,9007,0
REPDA-DF,484930.8,2160288,-0.00067,2005,2014,93,253,361,7665,10950,-57.600,9,5,Gustavo A. Madero,9005,0
REPDA-DF,484959.9,2160319,-0.00472,2005,2014,94,253,361,7665,10950,-408.153,9,5,Gustavo A. Madero,9005,0
REPDA-DF,484580.6,2159766,-0.00095,2005,2014,95,253,361,7665,10950,-82.192,9,5,Gustavo A. Madero,9005,1
REPDA-DF,488860.6,2153339,-0.00039,2005,2014,96,253,361,7665,10950,-33.970,9,5,Gustavo A. Madero,9005,1
REPDA-DF,489181.4,2153523,-0.00126,2005,2014,97,253,361,7665,10950,-108.915,9,5,Gustavo A. Madero,9005,1
REPDA-DF,487168.8,2152019,-0.00021,2005,2014,98,253,361,7665,10950,-17.871,9,5,Gustavo A. Madero,9005,1
REPDA-DF,488819.9,2134560,-0.00283,2005,2014,99,253,361,7665,10950,-244.151,9,3,Coyoac?ín,9003,1
REPDA-DF,488965.8,2134498,-0.00111,2005,2014,100,253,361,7665,10950,-96.189,9,3,Coyoac?ín,9003,1
REPDA-DF,488131.2,2152479,-0.00001,2005,2014,101,253,361,7665,10950,-0.501,9,5,Gustavo A. Madero,9005,1
REPDA-DF,489181.1,2153062,-0.00007,2005,2014,102,253,361,7665,10950,-6.395,9,5,Gustavo A. Madero,9005,1
REPDA-DF,483848.6,2155925,-0.00001,2005,2014,103,253,361,7665,10950,-0.685,9,5,Gustavo A. Madero,9005,1
REPDA-DF,483964.9,2155556,0.00000,2005,2014,104,253,361,7665,10950,-0.186,9,5,Gustavo A. Madero,9005,1
REPDA-DF,491913.9,2136003,-0.00476,2005,2014,105,253,361,7665,10950,-410.959,9,7,Iztapalapa,9007,1
REPDA-DF,491826.4,2136034,-0.00793,2005,2014,106,253,361,7665,10950,-684.932,9,7,Iztapalapa,9007,1
REPDA-DF,490980.5,2136710,-0.00358,2005,2014,107,253,361,7665,10950,-309.589,9,7,Iztapalapa,9007,0
REPDA-DF,490659.5,2136741,-0.00329,2005,2014,108,253,361,7665,10950,-284.055,9,7,Iztapalapa,9007,0
REPDA-DF,492060.6,2137632,-0.00126,2005,2014,109,253,361,7665,10950,-109.038,9,7,Iztapalapa,9007,0
REPDA-DF,485907.0,2141600,-0.00289,2005,2014,110,253,361,7665,10950,-249.885,9,7,Iztapalapa,9007,1
REPDA-DF,478795.0,2139133,-0.00005,2005,2014,111,253,361,7665,10950,-4.658,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,479283.4,2140223,-0.00003,2005,2014,112,253,361,7665,10950,-2.745,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,469096.2,2137041,0.00000,2005,2014,113,253,361,7665,10950,-0.205,9,4,Cuajimalpa de Morelos,9004,0
REPDA-DF,478086.6,2139641,-0.00003,2005,2014,114,253,361,7665,10950,-2.934,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,492928.2,2117531,-0.00247,2005,2014,115,253,361,7665,10950,-213.699,9,9,Milpa Alta,9009,0
REPDA-DF,479259.3,2144619,-0.00057,2005,2014,116,253,361,7665,10950,-49.315,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,480946.6,2140437,-0.00462,2005,2014,117,253,361,7665,10950,-399.000,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,477645.6,2136875,-0.00046,2005,2014,118,253,361,7665,10950,-39.452,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,478815.6,2139333,-0.00001,2005,2014,119,253,361,7665,10950,-1.126,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,476799.5,2136938,-0.00001,2005,2014,120,253,361,7665,10950,-0.795,9,8,La Magdalena Contreras,9008,0
REPDA-DF,474591.2,2143641,-0.00043,2005,2014,121,253,361,7665,10950,-37.068,9,10,?ülvaro Obreg??n,9010,0
REPDA-DF,479150.6,2151504,-0.00721,2005,2014,122,253,361,7665,10950,-623.299,9,16,Miguel Hidalgo,9016,0
REPDA-DF,479063.1,2151534,-0.00721,2005,2014,123,253,361,7665,10950,-623.299,9,16,Miguel Hidalgo,9016,0
REPDA-DF,480227.7,2149996,-0.05849,2005,2014,124,253,361,7665,10950,-5053.808,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480052.4,2149720,-0.01479,2005,2014,125,253,361,7665,10950,-1278.247,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480227.3,2149627,-0.01726,2005,2014,126,253,361,7665,10950,-1491.288,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480285.8,2149781,-0.06959,2005,2014,127,253,361,7665,10950,-6012.493,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480169.2,2149812,-0.08110,2005,2014,128,253,361,7665,10950,-7006.685,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480227.6,2149904,-0.00172,2005,2014,129,253,361,7665,10950,-148.181,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480315.1,2149965,-0.01371,2005,2014,130,253,361,7665,10950,-1184.745,9,16,Miguel Hidalgo,9016,1
REPDA-DF,478389.9,2149322,-0.00040,2005,2014,131,253,361,7665,10950,-34.323,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478100.0,2150706,-0.00871,2005,2014,132,253,361,7665,10950,-752.400,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478100.0,2150736,-0.00917,2005,2014,133,253,361,7665,10950,-792.000,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478070.8,2150706,-0.01046,2005,2014,134,253,361,7665,10950,-904.110,9,16,Miguel Hidalgo,9016,0
REPDA-DF,477722.0,2151567,-0.00247,2005,2014,135,253,361,7665,10950,-213.041,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478477.7,2149568,-0.00202,2005,2014,136,253,361,7665,10950,-174.425,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478507.1,2149814,-0.00507,2005,2014,137,253,361,7665,10950,-438.356,9,16,Miguel Hidalgo,9016,0
REPDA-DF,480460.8,2149842,-0.00071,2005,2014,138,253,361,7665,10950,-61.526,9,16,Miguel Hidalgo,9016,1
REPDA-DF,483318.8,2118428,-0.00223,2005,2014,139,253,361,7665,10950,-193.096,9,12,Tlalpan,9012,0
REPDA-DF,481276.7,2149380,-0.00032,2005,2014,140,253,361,7665,10950,-27.397,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480839.6,2149627,-0.00008,2005,2014,141,253,361,7665,10950,-6.715,9,16,Miguel Hidalgo,9016,1
REPDA-DF,480723.2,2149842,-0.00054,2005,2014,142,253,361,7665,10950,-46.693,9,16,Miguel Hidalgo,9016,1
REPDA-DF,477663.7,2151567,-0.00413,2005,2014,143,253,361,7665,10950,-356.962,9,16,Miguel Hidalgo,9016,0
REPDA-DF,481043.4,2149319,-0.00074,2005,2014,144,253,361,7665,10950,-63.540,9,16,Miguel Hidalgo,9016,1
REPDA-DF,477750.2,2150798,-0.00014,2005,2014,145,253,361,7665,10950,-12.175,9,16,Miguel Hidalgo,9016,0
REPDA-DF,481743.3,2149349,-0.00068,2005,2014,146,253,361,7665,10950,-59.178,9,16,Miguel Hidalgo,9016,1
REPDA-DF,477809.7,2151751,-0.00085,2005,2014,147,253,361,7665,10950,-73.233,9,16,Miguel Hidalgo,9016,0
REPDA-DF,485141.1,2132411,-0.00107,2005,2014,148,253,361,7665,10950,-92.367,9,12,Tlalpan,9012,0
REPDA-DF,485170.3,2132442,-0.00081,2005,2014,149,253,361,7665,10950,-69.995,9,12,Tlalpan,9012,0
REPDA-DF,486686.6,2130474,-0.01015,2005,2014,150,253,361,7665,10950,-877.279,9,13,Xochimilco,9013,0
REPDA-DF,483222.6,2140896,-0.00349,2005,2014,151,253,361,7665,10950,-301.370,9,14,Benito Ju?írez,9014,1
REPDA-DF,484558.4,2133641,-0.01903,2005,2014,152,253,361,7665,10950,-1643.836,9,12,Tlalpan,9012,0
REPDA-DF,480710.7,2138040,-0.00027,2005,2014,153,253,361,7665,10950,-23.101,9,3,Coyoac?ín,9003,0
REPDA-DF,488177.5,2133976,-0.00032,2005,2014,154,253,361,7665,10950,-27.323,9,12,Tlalpan,9012,1
REPDA-DF,485127.4,2151344,-0.00032,2005,2014,155,253,361,7665,10950,-27.397,9,15,Cuauht??moc,9015,1
REPDA-DF,485098.2,2151283,-0.00032,2005,2014,156,253,361,7665,10950,-27.397,9,15,Cuauht??moc,9015,1
REPDA-DF,483174.0,2151376,-0.01268,2005,2014,157,253,361,7665,10950,-1095.890,9,15,Cuauht??moc,9015,1
REPDA-DF,483203.1,2151346,-0.01323,2005,2014,158,253,361,7665,10950,-1143.164,9,15,Cuauht??moc,9015,1
REPDA-DF,485328.4,2147502,-0.00048,2005,2014,159,253,361,7665,10950,-41.129,9,15,Cuauht??moc,9015,1
REPDA-DF,483986.6,2147211,-0.00303,2005,2014,160,253,361,7665,10950,-261.814,9,15,Cuauht??moc,9015,1
REPDA-DF,483415.9,2151284,-0.00137,2005,2014,161,253,361,7665,10950,-118.356,9,15,Cuauht??moc,9015,1
REPDA-DF,483445.1,2151327,-0.00385,2005,2014,162,253,361,7665,10950,-332.877,9,15,Cuauht??moc,9015,1
REPDA-DF,483389.7,2151416,-0.00257,2005,2014,163,253,361,7665,10950,-221.918,9,15,Cuauht??moc,9015,1
REPDA-DF,483217.4,2151066,-0.02798,2005,2014,164,253,361,7665,10950,-2417.808,9,15,Cuauht??moc,9015,1
REPDA-DF,483494.6,2151345,-0.02536,2005,2014,165,253,361,7665,10950,-2191.233,9,15,Cuauht??moc,9015,1
REPDA-DF,485273.2,2151436,-0.00002,2005,2014,166,253,361,7665,10950,-1.416,9,15,Cuauht??moc,9015,1
REPDA-DF,485302.4,2151467,-0.00022,2005,2014,167,253,361,7665,10950,-19.186,9,15,Cuauht??moc,9015,1
REPDA-DF,486553.0,2147286,-0.00932,2005,2014,168,253,361,7665,10950,-804.822,9,15,Cuauht??moc,9015,1
REPDA-DF,511859.8,2156966,-0.00002,2005,2014,169,253,361,7665,10950,-1.564,15,99,Texcoco,15099,1
REPDA-DF,485969.6,2147010,-0.00048,2005,2014,170,253,361,7665,10950,-41.096,9,15,Cuauht??moc,9015,1
REPDA-DF,490899.1,2148881,-0.00017,2005,2014,171,253,361,7665,10950,-14.858,9,17,Venustiano Carranza,9017,1
REPDA-DF,487313.7,2150728,-0.00317,2005,2014,172,253,361,7665,10950,-273.973,9,17,Venustiano Carranza,9017,1
REPDA-DF,487313.7,2150728,-0.00245,2005,2014,173,253,361,7665,10950,-212.055,9,17,Venustiano Carranza,9017,1
REPDA-DF,487372.1,2150912,-0.00051,2005,2014,174,253,361,7665,10950,-44.384,9,17,Venustiano Carranza,9017,1
REPDA-DF,488594.8,2147930,-0.01000,2005,2014,175,253,361,7665,10950,-864.000,9,17,Venustiano Carranza,9017,1
REPDA-DF,489207.8,2148913,-0.00342,2005,2014,176,253,361,7665,10950,-295.890,9,17,Venustiano Carranza,9017,1
REPDA-DF,489178.6,2148882,-0.00137,2005,2014,177,253,361,7665,10950,-118.356,9,17,Venustiano Carranza,9017,1
REPDA-DF,488887.0,2148852,-0.00205,2005,2014,178,253,361,7665,10950,-177.534,9,17,Venustiano Carranza,9017,1
REPDA-DF,486786.1,2146948,-0.00103,2005,2014,179,253,361,7665,10950,-88.767,9,17,Venustiano Carranza,9017,1
REPDA-DF,486786.1,2146948,-0.00103,2005,2014,180,253,361,7665,10950,-88.767,9,17,Venustiano Carranza,9017,1
REPDA-DF,481160.3,2149596,-0.01110,2005,2014,181,253,361,7665,10950,-958.904,9,16,Miguel Hidalgo,9016,1
REPDA-DF,481160.2,2149504,-0.01110,2005,2014,182,253,361,7665,10950,-958.904,9,16,Miguel Hidalgo,9016,1
REPDA-DF,481054.0,2148280,-0.00022,2005,2014,183,253,361,7665,10950,-19.118,9,16,Miguel Hidalgo,9016,1
REPDA-DF,481912.6,2149589,-0.00245,2005,2014,184,253,361,7665,10950,-211.858,9,16,Miguel Hidalgo,9016,1
REPDA-DF,481842.6,2149546,-0.00272,2005,2014,185,253,361,7665,10950,-235.397,9,16,Miguel Hidalgo,9016,1
REPDA-DF,479263.1,2147938,-0.00634,2005,2014,186,253,361,7665,10950,-547.945,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478070.7,2150644,-0.00782,2005,2014,187,253,361,7665,10950,-676.052,9,16,Miguel Hidalgo,9016,0
REPDA-DF,479398.9,2149383,-0.00072,2005,2014,188,253,361,7665,10950,-62.575,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478489.1,2151849,-0.00081,2005,2014,189,253,361,7665,10950,-69.712,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478557.0,2150081,-0.00193,2005,2014,190,253,361,7665,10950,-167.123,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478490.0,2150097,-0.01292,2005,2014,191,253,361,7665,10950,-1116.000,9,16,Miguel Hidalgo,9016,0
REPDA-DF,477486.3,2149631,-0.00376,2005,2014,192,253,361,7665,10950,-324.685,9,16,Miguel Hidalgo,9016,0
REPDA-DF,477611.7,2151936,-0.00133,2005,2014,193,253,361,7665,10950,-115.211,15,57,Naucalpan de Ju?írez,15057,0
REPDA-DF,478827.6,2149629,-0.00694,2005,2014,194,253,361,7665,10950,-599.452,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478856.8,2149629,-0.00726,2005,2014,195,253,361,7665,10950,-626.849,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478798.5,2149660,-0.00523,2005,2014,196,253,361,7665,10950,-451.507,9,16,Miguel Hidalgo,9016,0
REPDA-DF,480752.6,2150026,-0.00063,2005,2014,197,253,361,7665,10950,-54.795,9,16,Miguel Hidalgo,9016,1
REPDA-DF,478976.1,2151934,-0.00222,2005,2014,198,253,361,7665,10950,-191.956,9,16,Miguel Hidalgo,9016,0
REPDA-DF,478160.2,2152304,-0.00236,2005,2014,199,253,361,7665,10950,-203.836,9,16,Miguel Hidalgo,9016,0
REPDA-DF,479267.9,2152149,-0.00310,2005,2014,200,253,361,7665,10950,-267.562,9,16,Miguel Hidalgo,9016,1
REPDA-DF,478915.0,2149567,-0.00010,2005,2014,201,253,361,7665,10950,-8.219,9,16,Miguel Hidalgo,9016,0
REPDA-DF,480489.6,2149566,-0.00569,2005,2014,202,253,361,7665,10950,-491.937,9,16,Miguel Hidalgo,9016,1
REPDA-DF,488013.4,2150696,-0.00204,2005,2014,203,253,361,7665,10950,-176.055,9,17,Venustiano Carranza,9017,1
REPDA-DF,489995.2,2149158,-0.00297,2005,2014,204,253,361,7665,10950,-256.438,9,17,Venustiano Carranza,9017,1
CNA,492534.0,2147038,-0.05200,2005,2014,3560,253,361,7665,10950,-4492.800,9,6,Iztacalco,9006,1
CNA,480940.0,2157825,-0.02800,2005,2014,3561,253,361,7665,10950,-2419.200,15,104,Tlalnepantla de Baz,15104,1
CNA,491152.0,2157612,-0.00300,2005,2014,3562,253,361,7665,10950,-259.200,15,33,Ecatepec de Morelos,15033,0
CNA,490915.0,2157837,-0.03000,2005,2014,3563,253,361,7665,10950,-2592.000,15,33,Ecatepec de Morelos,15033,0
CNA,495239.0,2159996,-0.04500,2005,2014,3564,253,361,7665,10950,-3888.000,15,33,Ecatepec de Morelos,15033,0
CNA,494584.0,2164512,-0.03900,2005,2014,3565,253,361,7665,10950,-3369.600,15,33,Ecatepec de Morelos,15033,0
CNA,495641.0,2161557,-0.05000,2005,2014,3566,253,361,7665,10950,-4320.000,15,33,Ecatepec de Morelos,15033,0
CNA,496079.0,2163701,-0.03900,2005,2014,3567,253,361,7665,10950,-3369.600,15,33,Ecatepec de Morelos,15033,0
CNA,496508.0,2163393,-0.04400,2005,2014,3568,253,361,7665,10950,-3801.600,15,33,Ecatepec de Morelos,15033,0
CNA,495558.0,2160322,-0.04500,2005,2014,3569,253,361,7665,10950,-3888.000,15,33,Ecatepec de Morelos,15033,0
CNA,495486.0,2161625,-0.03000,2005,2014,3570,253,361,7665,10950,-2592.000,15,33,Ecatepec de Morelos,15033,0
CNA,495223.0,2161948,-0.04200,2005,2014,3571,253,361,7665,10950,-3628.800,15,33,Ecatepec de Morelos,15033,0
CNA,495312.0,2160319,-0.01700,2005,2014,3572,253,361,7665,10950,-1468.800,15,33,Ecatepec de Morelos,15033,0
CNA,494590.0,2159490,-0.04700,2005,2014,3573,253,361,7665,10950,-4060.800,15,33,Ecatepec de Morelos,15033,0
CNA,496588.0,2162062,-0.01500,2005,2014,3574,253,361,7665,10950,-1296.000,15,33,Ecatepec de Morelos,15033,0
CNA,496546.0,2162328,-0.05700,2005,2014,3575,253,361,7665,10950,-4924.800,15,33,Ecatepec de Morelos,15033,0
CNA,496003.0,2161966,-0.06100,2005,2014,3576,253,361,7665,10950,-5270.400,15,33,Ecatepec de Morelos,15033,0
CNA,496249.0,2161280,-0.01700,2005,2014,3577,253,361,7665,10950,-1468.800,15,33,Ecatepec de Morelos,15033,0
CNA,496582.0,2161609,-0.03600,2005,2014,3578,253,361,7665,10950,-3110.400,15,33,Ecatepec de Morelos,15033,0
CNA,495911.0,2162540,-0.05300,2005,2014,3579,253,361,7665,10950,-4579.200,15,33,Ecatepec de Morelos,15033,0
CNA,496951.0,2162032,-0.03400,2005,2014,3580,253,361,7665,10950,-2937.600,15,33,Ecatepec de Morelos,15033,0
CNA,479612.0,2160979,-0.04000,2005,2014,3581,253,361,7665,10950,-3456.000,15,104,Tlalnepantla de Baz,15104,0
CNA,478730.0,2161357,-0.01800,2005,2014,3582,253,361,7665,10950,-1555.200,15,104,Tlalnepantla de Baz,15104,0
CNA,478081.0,2160450,-0.05300,2005,2014,3583,253,361,7665,10950,-4579.200,15,104,Tlalnepantla de Baz,15104,0
CNA,492201.0,2162102,-0.00600,2005,2014,3584,253,361,7665,10950,-518.400,15,33,Ecatepec de Morelos,15033,0
CNA,497336.0,2162483,-0.04500,2005,2014,3585,253,361,7665,10950,-3888.000,15,33,Ecatepec de Morelos,15033,0
CNA,494722.0,2159109,-0.05500,2005,2014,3586,253,361,7665,10950,-4752.000,15,33,Ecatepec de Morelos,15033,0
CNA,494965.0,2159649,-0.04800,2005,2014,3587,253,361,7665,10950,-4147.200,15,33,Ecatepec de Morelos,15033,0
CNA,497191.0,2162915,-0.04900,2005,2014,3588,253,361,7665,10950,-4233.600,15,33,Ecatepec de Morelos,15033,0
CNA,491009.0,2157768,-0.00900,2005,2014,3589,253,361,7665,10950,-777.600,15,33,Ecatepec de Morelos,15033,0
CNA,491221.0,2157711,-0.00100,2005,2014,3590,253,361,7665,10950,-86.400,15,33,Ecatepec de Morelos,15033,0
CNA,491137.0,2157898,-0.00500,2005,2014,3591,253,361,7665,10950,-432.000,15,33,Ecatepec de Morelos,15033,0
CNA,491193.0,2158080,-0.00400,2005,2014,3592,253,361,7665,10950,-345.600,15,33,Ecatepec de Morelos,15033,0
CNA,491888.0,2158041,-0.03500,2005,2014,3593,253,361,7665,10950,-3024.000,15,33,Ecatepec de Morelos,15033,0
CNA,491347.0,2158108,-0.03200,2005,2014,3594,253,361,7665,10950,-2764.800,15,33,Ecatepec de Morelos,15033,0
CNA,491401.0,2158056,-0.05800,2005,2014,3595,253,361,7665,10950,-5011.200,15,33,Ecatepec de Morelos,15033,0
CNA,491937.0,2159006,-0.00300,2005,2014,3596,253,361,7665,10950,-259.200,15,33,Ecatepec de Morelos,15033,0
CNA,491865.0,2158868,-0.00600,2005,2014,3597,253,361,7665,10950,-518.400,15,33,Ecatepec de Morelos,15033,0
CNA,478831.0,2158960,-0.01600,2005,2014,3598,253,361,7665,10950,-1382.400,15,104,Tlalnepantla de Baz,15104,0
CNA,477868.0,2158669,-0.05000,2005,2014,3599,253,361,7665,10950,-4320.000,15,104,Tlalnepantla de Baz,15104,0
CNA,477164.0,2157432,-0.02400,2005,2014,3600,253,361,7665,10950,-2073.600,15,104,Tlalnepantla de Baz,15104,0
CNA,477640.0,2157234,-0.04500,2005,2014,3601,253,361,7665,10950,-3888.000,15,104,Tlalnepantla de Baz,15104,0
CNA,477085.0,2159612,-0.02900,2005,2014,3602,253,361,7665,10950,-2505.600,15,104,Tlalnepantla de Baz,15104,0
CNA,476659.0,2158425,-0.02600,2005,2014,3603,253,361,7665,10950,-2246.400,15,104,Tlalnepantla de Baz,15104,0
CNA,475631.0,2158609,-0.05300,2005,2014,3604,253,361,7665,10950,-4579.200,15,104,Tlalnepantla de Baz,15104,0
CNA,475212.0,2160128,-0.01500,2005,2014,3605,253,361,7665,10950,-1296.000,15,104,Tlalnepantla de Baz,15104,0
CNA,477077.0,2161457,-0.05200,2005,2014,3606,253,361,7665,10950,-4492.800,15,104,Tlalnepantla de Baz,15104,0
CNA,477205.0,2160740,-0.01600,2005,2014,3607,253,361,7665,10950,-1382.400,15,104,Tlalnepantla de Baz,15104,0
CNA,482159.0,2161144,-0.00900,2005,2014,3608,253,361,7665,10950,-777.600,15,104,Tlalnepantla de Baz,15104,0
CNA,479417.0,2159868,-0.05000,2005,2014,3609,253,361,7665,10950,-4320.000,15,104,Tlalnepantla de Baz,15104,0
CNA,483784.0,2160561,-0.01100,2005,2014,3610,253,361,7665,10950,-950.400,15,104,Tlalnepantla de Baz,15104,0
CNA,482017.0,2160692,-0.03000,2005,2014,3611,253,361,7665,10950,-2592.000,15,104,Tlalnepantla de Baz,15104,0
CNA,477529.0,2157537,-0.02200,2005,2014,3612,253,361,7665,10950,-1900.800,15,104,Tlalnepantla de Baz,15104,0
CNA,480805.0,2158899,-0.01100,2005,2014,3613,253,361,7665,10950,-950.400,15,104,Tlalnepantla de Baz,15104,1
CNA,494780.0,2164307,-0.01600,2005,2014,3614,253,361,7665,10950,-1382.400,15,33,Ecatepec de Morelos,15033,0
CNA,495762.0,2164475,-0.06100,2005,2014,3615,253,361,7665,10950,-5270.400,15,33,Ecatepec de Morelos,15033,0
CNA,494525.0,2163792,-0.02300,2005,2014,3616,253,361,7665,10950,-1987.200,15,33,Ecatepec de Morelos,15033,0
CNA,479491.0,2161691,-0.02600,2005,2014,3617,253,361,7665,10950,-2246.400,15,104,Tlalnepantla de Baz,15104,0
CNA,492287.0,2158678,-0.00200,2005,2014,3618,253,361,7665,10950,-172.800,15,33,Ecatepec de Morelos,15033,0
CNA,492080.0,2158708,-0.00400,2005,2014,3619,253,361,7665,10950,-345.600,15,33,Ecatepec de Morelos,15033,0
CNA,492256.0,2158771,-0.00200,2005,2014,3620,253,361,7665,10950,-172.800,15,33,Ecatepec de Morelos,15033,0
CNA,492047.0,2158743,-0.00300,2005,2014,3621,253,361,7665,10950,-259.200,15,33,Ecatepec de Morelos,15033,0
CNA,492652.0,2159453,-0.00500,2005,2014,3622,253,361,7665,10950,-432.000,15,33,Ecatepec de Morelos,15033,0
CNA,492689.0,2159519,-0.00400,2005,2014,3623,253,361,7665,10950,-345.600,15,33,Ecatepec de Morelos,15033,0
CNA,491613.0,2158933,-0.02700,2005,2014,3624,253,361,7665,10950,-2332.800,15,33,Ecatepec de Morelos,15033,0
CNA,491500.0,2158898,-0.02600,2005,2014,3625,253,361,7665,10950,-2246.400,15,33,Ecatepec de Morelos,15033,0
CNA,492791.0,2159423,-0.01100,2005,2014,3626,253,361,7665,10950,-950.400,15,33,Ecatepec de Morelos,15033,0
CNA,472914.0,2164431,-0.01300,2005,2014,3627,253,361,7665,10950,-1123.200,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473464.0,2164204,-0.01400,2005,2014,3628,253,361,7665,10950,-1209.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,470978.0,2165897,-0.01400,2005,2014,3629,253,361,7665,10950,-1209.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,471348.0,2165668,-0.04700,2005,2014,3630,253,361,7665,10950,-4060.800,15,13,Atizap?ín de Zaragoza,15013,0
CNA,494397.0,2160554,-0.02200,2005,2014,3631,253,361,7665,10950,-1900.800,15,33,Ecatepec de Morelos,15033,0
CNA,494546.0,2161753,-0.02700,2005,2014,3632,253,361,7665,10950,-2332.800,15,33,Ecatepec de Morelos,15033,0
CNA,475421.0,2160885,-0.05000,2005,2014,3633,253,361,7665,10950,-4320.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,473596.0,2163993,-0.02000,2005,2014,3634,253,361,7665,10950,-1728.000,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475151.0,2163034,-0.01400,2005,2014,3635,253,361,7665,10950,-1209.600,15,13,Atizap?ín de Zaragoza,15013,0
CNA,475236.0,2164508,-0.01800,2005,2014,3636,253,361,7665,10950,-1555.200,15,13,Atizap?ín de Zaragoza,15013,0
